[mask] train episodes: 8000/10000 (holdout = 2000)
=== train gdm_reacher_s5.pt (faithful recipe, goal-cond sampled gap 1..100, eps<8000) ===
[cfg] {'subgoals': 'subgoals_reacher_dense.pt', 'out': 'gdm_reacher_s5.pt', 'device': 'cuda', 'seed': 42, 'mask': 'custom', 'custom_mask_file': 'reacher_train_mask.npy', 'window_rule': 'clamp', 'subgoal_step': 5, 'latent_dim': 192, 'n_future': 3, 'wg': 1, 'hidden': 512, 'depth': 11, 'heads': 8, 'mlp_ratio': 4.0, 'goal_cond': True, 'goal_rule': 'window', 'goal_gap': 1, 'goal_gap_max': 100, 'timesteps': 1000, 'parameterization': 'eps', 'schedule': 'linear', 'min_snr_gamma': 0.0, 'sampler': 'ddim', 'normalization': 'standardize', 'epochs': 20, 'batch_size': 128, 'lr': 5e-05, 'weight_decay': 0.001, 'grad_clip': 1.0, 'lr_schedule': 'warmup_cosine', 'warmup_frac': 0.01, 'amp': True, 'ema_decay': 0.0, 'num_workers': 0, 'log_every': 500}
[data] mask=customdeg: 8000 episodes used; 1600000 (cond,target) pairs; window_rule=clamp; file_stride=1 subgoal_step=5 => subgoal horizon = 5 frames  [GOAL-COND ablation, goal_rule=window gap=1]
[norm] native ||z|| mean=13.79 (sqrt(D)=13.86); standardize per-dim (mean|.|=0.035, std mean=0.993)
[model] GDM (DiT) head params = 53.44M (hidden=512 depth=11 heads=8); diffusion T=1000 param=eps schedule=linear sampler=ddim norm=standardize min_snr_gamma=0.0
[sched] warmup_cosine: total_steps=250000 warmup=2500 peak_lr=5.0e-05 -> 0 (eta_min)
  [iter 500] loss=0.37626 (run 0.89071, 77s, 155ms/it)
  [iter 1000] loss=0.15177 (run 0.53020, 107s, 107ms/it)
  [iter 1500] loss=0.13740 (run 0.39428, 136s, 90ms/it)
  [iter 2000] loss=0.07977 (run 0.32150, 165s, 82ms/it)
  [iter 2500] loss=0.07614 (run 0.27470, 194s, 78ms/it)
  [iter 3000] loss=0.07653 (run 0.24152, 223s, 74ms/it)
  [iter 3500] loss=0.05721 (run 0.21666, 252s, 72ms/it)
  [iter 4000] loss=0.05601 (run 0.19728, 281s, 70ms/it)
  [iter 4500] loss=0.04210 (run 0.18178, 311s, 69ms/it)
  [iter 5000] loss=0.03589 (run 0.16892, 340s, 68ms/it)
  [iter 5500] loss=0.05355 (run 0.15824, 369s, 67ms/it)
  [iter 6000] loss=0.04913 (run 0.14910, 398s, 66ms/it)
  [iter 6500] loss=0.04961 (run 0.14127, 427s, 66ms/it)
  [iter 7000] loss=0.05274 (run 0.13438, 455s, 65ms/it)
  [iter 7500] loss=0.05434 (run 0.12838, 484s, 65ms/it)
  [iter 8000] loss=0.03773 (run 0.12300, 514s, 64ms/it)
  [iter 8500] loss=0.03486 (run 0.11815, 543s, 64ms/it)
  [iter 9000] loss=0.04561 (run 0.11377, 572s, 64ms/it)
  [iter 9500] loss=0.04075 (run 0.10984, 601s, 63ms/it)
  [iter 10000] loss=0.02618 (run 0.10620, 631s, 63ms/it)
  [iter 10500] loss=0.02972 (run 0.10287, 660s, 63ms/it)
  [iter 11000] loss=0.03312 (run 0.09977, 689s, 63ms/it)
  [iter 11500] loss=0.03899 (run 0.09690, 718s, 62ms/it)
  [iter 12000] loss=0.03332 (run 0.09424, 747s, 62ms/it)
  [iter 12500] loss=0.03156 (run 0.09181, 776s, 62ms/it)
[epoch 01/20] loss=0.09181 iters=12500 (776s)
  [iter 13000] loss=0.04483 (run 0.03288, 805s, 62ms/it)
  [iter 13500] loss=0.02347 (run 0.03226, 835s, 62ms/it)
  [iter 14000] loss=0.02928 (run 0.03182, 864s, 62ms/it)
  [iter 14500] loss=0.03040 (run 0.03139, 893s, 62ms/it)
  [iter 15000] loss=0.02673 (run 0.03110, 922s, 61ms/it)
  [iter 15500] loss=0.02591 (run 0.03084, 951s, 61ms/it)
  [iter 16000] loss=0.02534 (run 0.03045, 981s, 61ms/it)
  [iter 16500] loss=0.03273 (run 0.03013, 1009s, 61ms/it)
