JobID|State|Elapsed
2417158_212|COMPLETED|172
2417158_213|COMPLETED|176
2417158_214|COMPLETED|187
2417158_215|COMPLETED|182
2417158_216|COMPLETED|260
2417158_217|COMPLETED|281
2417158_218|COMPLETED|279
2417158_219|COMPLETED|268
2417158_220|COMPLETED|252
2417158_221|COMPLETED|252
2417158_222|COMPLETED|284
2417158_223|COMPLETED|290
2417158_224|COMPLETED|199
2417158_225|COMPLETED|180
2417158_226|COMPLETED|210
2417158_227|COMPLETED|176
2417158_228|COMPLETED|191
2417158_229|COMPLETED|189
2417158_230|COMPLETED|211
2417158_231|COMPLETED|172
2417158_232|COMPLETED|124
2417158_233|COMPLETED|107
2417158_234|COMPLETED|116
2417158_235|COMPLETED|105
2417158_236|COMPLETED|96
2417158_237|COMPLETED|112
2417158_238|COMPLETED|146
2417158_239|COMPLETED|106
2417158_240|COMPLETED|354
2417158_241|COMPLETED|363
2417158_242|COMPLETED|355
2417158_243|COMPLETED|378
2417158_244|COMPLETED|368
2417158_245|COMPLETED|384
2417158_246|COMPLETED|363
2417158_247|COMPLETED|343
2417158_248|COMPLETED|311
2417158_249|COMPLETED|319
2417158_250|COMPLETED|317
2417158_251|COMPLETED|331
2417158_252|COMPLETED|310
2417158_253|COMPLETED|310
2417158_254|COMPLETED|305
2417158_255|COMPLETED|317
2417158_256|COMPLETED|307
2417158_257|COMPLETED|268
2417158_258|COMPLETED|280
2417158_259|COMPLETED|286
2417158_260|COMPLETED|287
2417158_261|COMPLETED|280
2417158_262|COMPLETED|290
2417158_263|COMPLETED|314
2417158_264|COMPLETED|370
2417158_265|COMPLETED|365
2417158_266|COMPLETED|363
2417158_267|COMPLETED|354
2417158_268|COMPLETED|376
2417158_269|COMPLETED|372
2417158_270|COMPLETED|373
2417158_271|COMPLETED|378
2417158_272|COMPLETED|331
2417158_273|COMPLETED|334
2417158_274|COMPLETED|325
2417158_275|COMPLETED|320
2417158_276|COMPLETED|334
2417158_277|COMPLETED|324
2417158_278|COMPLETED|342
2417158_279|COMPLETED|318
2417158_280|COMPLETED|337
2417158_281|COMPLETED|339
2417158_282|COMPLETED|330
2417158_283|COMPLETED|357
2417158_284|COMPLETED|373
2417158_285|COMPLETED|338
2417158_286|COMPLETED|346
2417158_287|COMPLETED|328
2417158_288|COMPLETED|292
