file,tau,redrafts,advances,rejects,call_ratio
pusht_randinitjob_2272000_7.log,0.2,6211,1438,5797,0.812
pusht_randinit_speck3_seed42.log,0.2,5227,1008,4905,0.838
pusht_randinit_speck3_seed42.log,0.2,6052,1482,5631,0.803
pusht_randinit_speck3_seed43.log,0.2,5015,988,4686,0.835
pusht_randinit_speck3_seed43.log,0.2,6144,1507,5715,0.803
pusht_randinit_speck3_seed44.log,0.2,5003,994,4653,0.834
pusht_randinit_speck3_seed44.log,0.2,5919,1433,5489,0.805
pusht_randinit_speck3_seed45.log,0.2,4773,931,4463,0.837
pusht_randinit_speck3_seed45.log,0.2,6211,1438,5797,0.812
pusht_repl_2270737_14.log,0.2,360,105,103,0.774
pusht_repl_2270737_14.log,0.2,400,133,143,0.750
pusht_repl_2270737_15.log,0.2,365,104,109,0.778
pusht_repl_2270737_15.log,0.2,402,144,145,0.736
pusht_repl_2270737_16.log,0.2,351,95,94,0.787
pusht_repl_2270737_16.log,0.2,379,136,120,0.736
pusht_repl_2270737_17.log,0.2,354,107,97,0.768
pusht_repl_2270737_17.log,0.2,395,145,131,0.731
pusht_repl_s10speck3_seed42.log,0.2,381,87,125,0.814
pusht_repl_s10speck3_seed42.log,0.2,420,117,162,0.782
pusht_repl_s10speck3_seed43.log,0.2,369,97,113,0.792
pusht_repl_s10speck3_seed43.log,0.2,414,135,157,0.754
pusht_repl_s10speck3_seed44.log,0.2,366,82,110,0.817
pusht_repl_s10speck3_seed44.log,0.2,399,118,140,0.772
pusht_repl_s10speck3_seed45.log,0.2,363,93,105,0.796
pusht_repl_s10speck3_seed45.log,0.2,412,121,151,0.773
pusht_repl_s10spec_seed42.log,0.2,360,105,103,0.774
pusht_repl_s10spec_seed42.log,0.2,400,133,143,0.750
pusht_repl_s10spec_seed43.log,0.2,365,104,109,0.778
pusht_repl_s10spec_seed43.log,0.2,402,144,145,0.736
pusht_repl_s10spec_seed44.log,0.2,351,95,94,0.787
pusht_repl_s10spec_seed44.log,0.2,379,136,120,0.736
pusht_repl_s10spec_seed45.log,0.2,354,107,97,0.768
pusht_repl_s10spec_seed45.log,0.2,395,145,131,0.731
pusht_s25spec_tau02_t100_seed42.log,0.2,1161,125,901,0.903
pusht_s25spec_tau02_t100_seed42.log,0.2,1303,170,1036,0.885
pusht_s25spec_tau02_t100_seed43.log,0.2,1105,142,846,0.886
pusht_s25spec_tau02_t100_seed43.log,0.2,1287,190,1025,0.871
pusht_s25spec_tau02_t100_seed44.log,0.2,1142,132,884,0.896
pusht_s25spec_tau02_t100_seed44.log,0.2,1307,195,1043,0.870
pusht_s25spec_tau02_t100_seed45.log,0.2,1113,144,852,0.885
pusht_s25spec_tau02_t100_seed45.log,0.2,1275,173,1018,0.881
pusht_s25spec_tau04_t100_seed42.log,0.4,817,410,530,0.666
pusht_s25spec_tau04_t100_seed42.log,0.4,971,548,650,0.639
pusht_s25spec_tau04_t100_seed43.log,0.4,827,433,530,0.656
pusht_s25spec_tau04_t100_seed43.log,0.4,933,517,621,0.643
pusht_s25spec_tau04_t100_seed44.log,0.4,807,446,511,0.644
pusht_s25spec_tau04_t100_seed44.log,0.4,961,542,646,0.639
pusht_s25spec_tau04_t100_seed45.log,0.4,816,434,529,0.653
pusht_s25spec_tau04_t100_seed45.log,0.4,929,531,612,0.636
pusht_specdjob_2271772_0.log,0.2,284,19,26,0.937
pusht_specdjob_2271772_0.log,0.2,307,54,48,0.850
pusht_specdjob_2271772_10.log,0.2,396,35,140,0.919
pusht_specdjob_2271772_10.log,0.2,425,69,164,0.860
pusht_specdjob_2271772_11.log,0.2,386,38,128,0.910
pusht_specdjob_2271772_11.log,0.2,431,62,172,0.874
pusht_specdjob_2271772_12.log,0.2,739,242,465,0.753
pusht_specdjob_2271772_12.log,0.2,918,369,635,0.713
pusht_specdjob_2271772_13.log,0.2,730,256,459,0.740
pusht_specdjob_2271772_13.log,0.2,909,370,620,0.711
pusht_specdjob_2271772_14.log,0.2,1271,598,936,0.680
pusht_specdjob_2271772_14.log,0.2,1477,834,1098,0.639
pusht_specdjob_2271772_15.log,0.2,1212,602,872,0.668
pusht_specdjob_2271772_15.log,0.2,1490,851,1102,0.636
pusht_specdjob_2271772_16.log,0.2,1813,1065,1400,0.630
pusht_specdjob_2271772_16.log,0.2,2201,1354,1729,0.619
pusht_specdjob_2271772_17.log,0.2,1887,1071,1484,0.638
pusht_specdjob_2271772_17.log,0.2,2192,1362,1728,0.617
pusht_specdjob_2271772_18.log,0.2,2915,2043,2256,0.588
pusht_specdjob_2271772_18.log,0.2,3169,2339,2431,0.575
pusht_specdjob_2271772_19.log,0.2,2938,2111,2244,0.582
pusht_specdjob_2271772_19.log,0.2,3347,2485,2600,0.574
pusht_specdjob_2271772_1.log,0.2,281,19,24,0.937
pusht_specdjob_2271772_1.log,0.2,319,39,59,0.891
pusht_specdjob_2271772_20.log,0.2,381,87,125,0.814
pusht_specdjob_2271772_20.log,0.2,420,117,162,0.782
pusht_specdjob_2271772_21.log,0.2,369,97,113,0.792
pusht_specdjob_2271772_21.log,0.2,414,135,157,0.754
pusht_specdjob_2271772_22.log,0.2,366,82,110,0.817
pusht_specdjob_2271772_22.log,0.2,399,118,140,0.772
pusht_specdjob_2271772_23.log,0.2,363,93,105,0.796
pusht_specdjob_2271772_23.log,0.2,412,121,151,0.773
pusht_specdjob_2271772_2.log,0.2,521,218,259,0.705
pusht_specdjob_2271772_2.log,0.2,624,304,355,0.672
pusht_specdjob_2271772_3.log,0.2,532,213,272,0.714
pusht_specdjob_2271772_3.log,0.2,617,334,341,0.649
pusht_specdjob_2271772_4.log,0.2,819,498,524,0.622
pusht_specdjob_2271772_4.log,0.2,1065,673,730,0.613
pusht_specdjob_2271772_5.log,0.2,789,461,490,0.631
pusht_specdjob_2271772_5.log,0.2,1021,657,699,0.608
pusht_specdjob_2271772_6.log,0.2,1334,777,982,0.632
pusht_specdjob_2271772_6.log,0.2,1635,1035,1261,0.612
pusht_specdjob_2271772_7.log,0.2,1328,808,980,0.622
pusht_specdjob_2271772_7.log,0.2,1568,1025,1187,0.605
pusht_specdjob_2271772_8.log,0.2,2126,1377,1607,0.607
pusht_specdjob_2271772_8.log,0.2,2231,1545,1687,0.591
pusht_specdjob_2271772_9.log,0.2,2010,1427,1492,0.585
pusht_specdjob_2271772_9.log,0.2,2344,1707,1770,0.579
pusht_speck1_t100_seed42.log,0.2,3240,0,2984,1.000
pusht_speck1_t100_seed42.log,0.2,3761,0,3505,1.000
pusht_speck1_t100_seed43.log,0.2,3173,0,2917,1.000
pusht_speck1_t100_seed43.log,0.2,3752,0,3496,1.000
pusht_speck1_t100_seed44.log,0.2,3266,0,3010,1.000
pusht_speck1_t100_seed44.log,0.2,3853,0,3597,1.000
pusht_speck1_t100_seed45.log,0.2,3185,0,2929,1.000
pusht_speck1_t100_seed45.log,0.2,3747,0,3491,1.000
pusht_speck2_t100_seed42.log,0.2,3435,0,3179,1.000
pusht_speck2_t100_seed42.log,0.2,3686,0,3430,1.000
pusht_speck2_t100_seed43.log,0.2,3185,0,2929,1.000
pusht_speck2_t100_seed43.log,0.2,3771,0,3515,1.000
pusht_speck2_t100_seed44.log,0.2,3263,0,3007,1.000
pusht_speck2_t100_seed44.log,0.2,3773,0,3517,1.000
pusht_speck2_t100_seed45.log,0.2,3129,0,2873,1.000
pusht_speck2_t100_seed45.log,0.2,3751,0,3495,1.000
pusht_speck3_t100_seed42.log,0.2,1876,1059,1472,0.639
pusht_speck3_t100_seed42.log,0.2,2136,1333,1681,0.616
pusht_speck3_t100_seed43.log,0.2,1838,1088,1428,0.628
pusht_speck3_t100_seed43.log,0.2,2135,1323,1674,0.617
pusht_speck3_t100_seed44.log,0.2,1847,1087,1424,0.630
pusht_speck3_t100_seed44.log,0.2,2178,1377,1720,0.613
pusht_speck3_t100_seed45.log,0.2,1856,1042,1448,0.640
pusht_speck3_t100_seed45.log,0.2,2174,1313,1686,0.623
pusht_speck4_t100_seed42.log,0.2,1675,1231,1198,0.576
pusht_speck4_t100_seed42.log,0.2,2014,1476,1477,0.577
pusht_speck4_t100_seed43.log,0.2,1688,1142,1247,0.596
pusht_speck4_t100_seed43.log,0.2,2006,1507,1466,0.571
pusht_speck4_t100_seed44.log,0.2,1680,1120,1245,0.600
pusht_speck4_t100_seed44.log,0.2,1999,1487,1477,0.573
pusht_speck4_t100_seed45.log,0.2,1678,1209,1203,0.581
pusht_speck4_t100_seed45.log,0.2,2034,1482,1514,0.578
pusht_speck4_t150_seed42.log,0.2,2656,2273,1854,0.539
pusht_speck4_t150_seed42.log,0.2,2986,2652,2098,0.530
pusht_speck4_t150_seed43.log,0.2,2728,2327,1916,0.540
pusht_speck4_t150_seed43.log,0.2,2986,2694,2092,0.526
pusht_speck4_t150_seed44.log,0.2,2619,2296,1805,0.533
pusht_speck4_t150_seed44.log,0.2,2976,2682,2098,0.526
pusht_speck4_t150_seed45.log,0.2,2731,2381,1923,0.534
pusht_speck4_t150_seed45.log,0.2,3010,2752,2087,0.522
pusht_speck8_t100_seed42.log,0.2,1666,1244,1185,0.573
pusht_speck8_t100_seed42.log,0.2,1928,1469,1392,0.568
pusht_speck8_t100_seed43.log,0.2,1642,1251,1155,0.568
pusht_speck8_t100_seed43.log,0.2,1904,1553,1349,0.551
pusht_speck8_t100_seed44.log,0.2,1604,1254,1118,0.561
pusht_speck8_t100_seed44.log,0.2,1921,1517,1371,0.559
pusht_speck8_t100_seed45.log,0.2,1618,1283,1128,0.558
pusht_speck8_t100_seed45.log,0.2,1987,1523,1438,0.566
pusht_sxtaujob_2272079_0.log,0.1,3826,1650,3365,0.699
pusht_sxtaujob_2272079_0.log,0.1,4660,2096,4096,0.690
pusht_sxtaujob_2272079_10.log,0.3,936,289,672,0.764
pusht_sxtaujob_2272079_10.log,0.3,1102,364,821,0.752
pusht_sxtaujob_2272079_11.log,0.4,823,398,525,0.674
pusht_sxtaujob_2272079_11.log,0.4,949,533,635,0.640
pusht_sxtaujob_2272079_1.log,0.2,2461,3006,1237,0.450
pusht_sxtaujob_2272079_1.log,0.2,2982,3763,1472,0.442
pusht_sxtaujob_2272079_2.log,0.3,2159,3331,599,0.393
pusht_sxtaujob_2272079_2.log,0.3,2549,4105,613,0.383
pusht_sxtaujob_2272079_3.log,0.4,2031,3492,305,0.368
pusht_sxtaujob_2272079_3.log,0.4,2473,4347,355,0.363
pusht_sxtaujob_2272079_4.log,0.1,2512,387,2244,0.867
pusht_sxtaujob_2272079_4.log,0.1,2953,517,2671,0.851
pusht_sxtaujob_2272079_5.log,0.2,1618,1209,1129,0.572
pusht_sxtaujob_2272079_5.log,0.2,1985,1520,1428,0.566
pusht_sxtaujob_2272079_6.log,0.3,1357,1538,682,0.469
pusht_sxtaujob_2272079_6.log,0.3,1587,1917,792,0.453
pusht_sxtaujob_2272079_7.log,0.4,1212,1655,440,0.423
pusht_sxtaujob_2272079_7.log,0.4,1452,2064,504,0.413
pusht_sxtaujob_2272079_8.log,0.1,1218,16,962,0.987
pusht_sxtaujob_2272079_8.log,0.1,1422,25,1166,0.983
pusht_sxtaujob_2272079_9.log,0.2,1113,128,854,0.897
pusht_sxtaujob_2272079_9.log,0.2,1326,184,1060,0.878
pusht_sxtau_S10_tau0.10_t100_seed42.log,0.1,2512,387,2244,0.867
pusht_sxtau_S10_tau0.10_t100_seed42.log,0.1,2953,517,2671,0.851
pusht_sxtau_S10_tau0.20_t100_seed42.log,0.2,1618,1209,1129,0.572
pusht_sxtau_S10_tau0.20_t100_seed42.log,0.2,1985,1520,1428,0.566
pusht_sxtau_S10_tau0.30_t100_seed42.log,0.3,1357,1538,682,0.469
pusht_sxtau_S10_tau0.30_t100_seed42.log,0.3,1587,1917,792,0.453
pusht_sxtau_S10_tau0.40_t100_seed42.log,0.4,1212,1655,440,0.423
pusht_sxtau_S10_tau0.40_t100_seed42.log,0.4,1452,2064,504,0.413
pusht_sxtau_S25_tau0.10_t100_seed42.log,0.1,1218,16,962,0.987
pusht_sxtau_S25_tau0.10_t100_seed42.log,0.1,1422,25,1166,0.983
pusht_sxtau_S25_tau0.20_t100_seed42.log,0.2,1113,128,854,0.897
pusht_sxtau_S25_tau0.20_t100_seed42.log,0.2,1326,184,1060,0.878
pusht_sxtau_S25_tau0.30_t100_seed42.log,0.3,936,289,672,0.764
pusht_sxtau_S25_tau0.30_t100_seed42.log,0.3,1102,364,821,0.752
pusht_sxtau_S25_tau0.40_t100_seed42.log,0.4,823,398,525,0.674
pusht_sxtau_S25_tau0.40_t100_seed42.log,0.4,949,533,635,0.640
pusht_sxtau_S5_tau0.10_t100_seed42.log,0.1,3826,1650,3365,0.699
pusht_sxtau_S5_tau0.10_t100_seed42.log,0.1,4660,2096,4096,0.690
pusht_sxtau_S5_tau0.20_t100_seed42.log,0.2,2461,3006,1237,0.450
pusht_sxtau_S5_tau0.20_t100_seed42.log,0.2,2982,3763,1472,0.442
pusht_sxtau_S5_tau0.30_t100_seed42.log,0.3,2159,3331,599,0.393
pusht_sxtau_S5_tau0.30_t100_seed42.log,0.3,2549,4105,613,0.383
pusht_sxtau_S5_tau0.40_t100_seed42.log,0.4,2031,3492,305,0.368
pusht_sxtau_S5_tau0.40_t100_seed42.log,0.4,2473,4347,355,0.363
pusht_t75_speck3_seed42.log,0.2,1084,694,730,0.610
pusht_t75_speck3_seed42.log,0.2,1317,818,947,0.617
pusht_t75_speck3_seed43.log,0.2,1011,685,648,0.596
pusht_t75_speck3_seed43.log,0.2,1163,815,787,0.588
pusht_t75_speck3_seed44.log,0.2,999,668,661,0.599
pusht_t75_speck3_seed44.log,0.2,1235,851,860,0.592
pusht_t75_speck3_seed45.log,0.2,1107,671,766,0.623
pusht_t75_speck3_seed45.log,0.2,1258,846,892,0.598
pusht_timingjob_2270820_2.log,0.2,2540,2384,1697,0.516
pusht_timingjob_2270820_2.log,0.2,2853,2736,1920,0.510
pusht_timing_s10_spec.log,0.2,2540,2384,1697,0.516
pusht_timing_s10_spec.log,0.2,2853,2736,1920,0.510
pusht_timingU_2276582_1.log,0.2,1308,815,955,0.616
pusht_timingU_speck3_t100.log,0.2,1308,815,955,0.616
pusht_v4eval_2276094_30.log,0.2,38,3,7,0.927
pusht_v4eval_2276094_30.log,0.2,46,8,15,0.852
pusht_v4eval_2276094_31.log,0.2,39,3,8,0.929
pusht_v4eval_2276094_31.log,0.2,47,11,16,0.810
pusht_v4eval_2276094_32.log,0.2,488,183,255,0.727
pusht_v4eval_2276094_32.log,0.2,550,304,304,0.644
pusht_v4eval_2276094_33.log,0.2,499,177,266,0.738
pusht_v4eval_2276094_33.log,0.2,602,284,361,0.679
pusht_v4eval_2276094_34.log,0.2,787,474,482,0.624
pusht_v4eval_2276094_34.log,0.2,1050,665,724,0.612
pusht_v4eval_2276094_35.log,0.2,803,479,505,0.626
pusht_v4eval_2276094_35.log,0.2,1076,700,740,0.606
pusht_v4eval_2276094_36.log,0.2,1297,797,949,0.619
pusht_v4eval_2276094_36.log,0.2,1564,956,1195,0.621
pusht_v4eval_2276094_37.log,0.2,1266,799,924,0.613
pusht_v4eval_2276094_37.log,0.2,1570,1072,1180,0.594
pusht_v4eval_2276094_38.log,0.2,2050,1316,1553,0.609
pusht_v4eval_2276094_38.log,0.2,2334,1599,1801,0.593
pusht_v4eval_2276094_39.log,0.2,1985,1415,1473,0.584
pusht_v4eval_2276094_39.log,0.2,2380,1674,1813,0.587
pusht_v4_r_spec_t100_seed42.log,0.2,1297,797,949,0.619
pusht_v4_r_spec_t100_seed42.log,0.2,1564,956,1195,0.621
pusht_v4_r_spec_t100_seed43.log,0.2,1266,799,924,0.613
pusht_v4_r_spec_t100_seed43.log,0.2,1570,1072,1180,0.594
pusht_v4_r_spec_t150_seed42.log,0.2,2050,1316,1553,0.609
pusht_v4_r_spec_t150_seed42.log,0.2,2334,1599,1801,0.593
pusht_v4_r_spec_t150_seed43.log,0.2,1985,1415,1473,0.584
pusht_v4_r_spec_t150_seed43.log,0.2,2380,1674,1813,0.587
pusht_v4_r_spec_t25_seed42.log,0.2,38,3,7,0.927
pusht_v4_r_spec_t25_seed42.log,0.2,46,8,15,0.852
pusht_v4_r_spec_t25_seed43.log,0.2,39,3,8,0.929
pusht_v4_r_spec_t25_seed43.log,0.2,47,11,16,0.810
pusht_v4_r_spec_t50_seed42.log,0.2,488,183,255,0.727
pusht_v4_r_spec_t50_seed42.log,0.2,550,304,304,0.644
pusht_v4_r_spec_t50_seed43.log,0.2,499,177,266,0.738
pusht_v4_r_spec_t50_seed43.log,0.2,602,284,361,0.679
pusht_v4_r_spec_t75_seed42.log,0.2,787,474,482,0.624
pusht_v4_r_spec_t75_seed42.log,0.2,1050,665,724,0.612
pusht_v4_r_spec_t75_seed43.log,0.2,803,479,505,0.626
pusht_v4_r_spec_t75_seed43.log,0.2,1076,700,740,0.606
pusht_valtau0.15_seed42.log,0.15,2978,1852,2386,0.617
pusht_valtau0.15_seed42.log,0.15,3278,2117,2626,0.608
pusht_valtau0.15_seed43.log,0.15,2894,1794,2329,0.617
pusht_valtau0.15_seed43.log,0.15,3381,2097,2773,0.617
pusht_valtau0.20_seed42.log,0.2,2466,2329,1645,0.514
pusht_valtau0.20_seed42.log,0.2,2641,2701,1689,0.494
pusht_valtau0.20_seed43.log,0.2,2369,2311,1533,0.506
pusht_valtau0.20_seed43.log,0.2,2780,2688,1842,0.508
pusht_valtau0.25_seed42.log,0.25,2119,2582,1114,0.451
pusht_valtau0.25_seed42.log,0.25,2473,2951,1316,0.456
pusht_valtau0.25_seed43.log,0.25,2112,2629,1084,0.445
pusht_valtau0.25_seed43.log,0.25,2476,2996,1313,0.452
pusht_valtau0.30_seed42.log,0.3,1974,2788,798,0.415
pusht_valtau0.30_seed42.log,0.3,2296,3207,946,0.417
pusht_valtau0.30_seed43.log,0.3,2017,2699,904,0.428
pusht_valtau0.30_seed43.log,0.3,2245,3127,948,0.418
reacher_arms_2270237_20.log,0.2,202,23,74,0.898
reacher_arms_2270237_21.log,0.2,197,19,69,0.912
reacher_arms_2270237_22.log,0.2,189,31,61,0.859
reacher_arms_2270237_23.log,0.2,192,33,64,0.853
reacher_arms_2270237_24.log,0.2,288,102,155,0.738
reacher_arms_2270237_25.log,0.2,268,92,135,0.744
reacher_arms_2270237_26.log,0.2,276,113,143,0.710
reacher_arms_2270237_27.log,0.2,249,99,118,0.716
reacher_arms_2270237_28.log,0.2,338,149,196,0.694
reacher_arms_2270237_29.log,0.2,319,159,166,0.667
reacher_arms_2270237_30.log,0.2,324,172,173,0.653
reacher_arms_2270237_31.log,0.2,311,158,166,0.663
reacher_arms_2270237_32.log,0.2,607,391,398,0.608
reacher_arms_2270237_33.log,0.2,552,395,337,0.583
reacher_arms_2270237_34.log,0.2,609,425,398,0.589
reacher_arms_2270237_35.log,0.2,598,443,376,0.574
reacher_arms_s10spec_seed42.log,0.2,338,149,196,0.694
reacher_arms_s10spec_seed43.log,0.2,319,159,166,0.667
reacher_arms_s10spec_seed44.log,0.2,324,172,173,0.653
reacher_arms_s10spec_seed45.log,0.2,311,158,166,0.663
reacher_arms_s15spec_seed42.log,0.2,288,102,155,0.738
reacher_arms_s15spec_seed43.log,0.2,268,92,135,0.744
reacher_arms_s15spec_seed44.log,0.2,276,113,143,0.710
reacher_arms_s15spec_seed45.log,0.2,249,99,118,0.716
reacher_arms_s25spec_seed42.log,0.2,202,23,74,0.898
reacher_arms_s25spec_seed43.log,0.2,197,19,69,0.912
reacher_arms_s25spec_seed44.log,0.2,189,31,61,0.859
reacher_arms_s25spec_seed45.log,0.2,192,33,64,0.853
reacher_arms_s5spec_seed42.log,0.2,607,391,398,0.608
reacher_arms_s5spec_seed43.log,0.2,552,395,337,0.583
reacher_arms_s5spec_seed44.log,0.2,609,425,398,0.589
reacher_arms_s5spec_seed45.log,0.2,598,443,376,0.574
reacher_blind3_t100_seed42.log,999.0,498,855,0,0.368
reacher_blind3_t100_seed43.log,999.0,497,852,0,0.368
reacher_blind3_t100_seed44.log,999.0,488,826,0,0.371
reacher_blind3_t100_seed45.log,999.0,482,809,0,0.373
reacher_blind3_t150_seed42.log,999.0,579,1042,0,0.357
reacher_blind3_t150_seed43.log,999.0,591,1045,0,0.361
reacher_blind3_t150_seed44.log,999.0,563,1000,0,0.360
reacher_blind3_t150_seed45.log,999.0,594,1051,0,0.361
reacher_blindjob_2271694_0.log,999.0,498,855,0,0.368
reacher_blindjob_2271694_1.log,999.0,497,852,0,0.368
reacher_blindjob_2271694_2.log,999.0,488,826,0,0.371
reacher_blindjob_2271694_3.log,999.0,482,809,0,0.373
reacher_blindjob_2271694_4.log,999.0,579,1042,0,0.357
reacher_blindjob_2271694_5.log,999.0,591,1045,0,0.361
reacher_blindjob_2271694_6.log,999.0,563,1000,0,0.360
reacher_blindjob_2271694_7.log,999.0,594,1051,0,0.361
reacher_frontierjob_2270577_0.log,0.1,694,146,558,0.826
reacher_frontierjob_2270577_10.log,0.2,771,448,576,0.632
reacher_frontierjob_2270577_11.log,0.2,728,405,526,0.643
reacher_frontierjob_2270577_12.log,0.3,567,553,290,0.506
reacher_frontierjob_2270577_13.log,0.3,523,468,271,0.528
reacher_frontierjob_2270577_14.log,0.3,605,578,330,0.511
reacher_frontierjob_2270577_15.log,0.3,592,541,316,0.523
reacher_frontierjob_2270577_16.log,0.3,692,658,391,0.513
reacher_frontierjob_2270577_17.log,0.3,616,579,338,0.515
reacher_frontierjob_2270577_18.log,0.4,528,653,180,0.447
reacher_frontierjob_2270577_19.log,0.4,544,600,215,0.476
reacher_frontierjob_2270577_1.log,0.1,709,126,572,0.849
reacher_frontierjob_2270577_20.log,0.4,535,649,201,0.452
reacher_frontierjob_2270577_21.log,0.4,585,685,223,0.461
reacher_frontierjob_2270577_22.log,0.4,629,761,257,0.453
reacher_frontierjob_2270577_23.log,0.4,585,690,237,0.459
reacher_frontierjob_2270577_2.log,0.1,858,186,722,0.822
reacher_frontierjob_2270577_3.log,0.1,808,173,670,0.824
reacher_frontierjob_2270577_4.log,0.1,924,203,784,0.820
reacher_frontierjob_2270577_5.log,0.1,889,201,756,0.816
reacher_frontierjob_2270577_6.log,0.2,592,342,413,0.634
reacher_frontierjob_2270577_7.log,0.2,570,319,388,0.641
reacher_frontierjob_2270577_8.log,0.2,642,436,447,0.596
reacher_frontierjob_2270577_9.log,0.2,680,415,475,0.621
reacher_frontier_tau0.1_k16_seed42.log,0.1,924,203,784,0.820
reacher_frontier_tau0.1_k16_seed43.log,0.1,889,201,756,0.816
reacher_frontier_tau0.1_k4_seed42.log,0.1,694,146,558,0.826
reacher_frontier_tau0.1_k4_seed43.log,0.1,709,126,572,0.849
reacher_frontier_tau0.1_k4_seed44.log,0.1,727,147,593,0.832
reacher_frontier_tau0.1_k4_seed45.log,0.1,660,124,529,0.842
reacher_frontier_tau0.1_k8_seed42.log,0.1,858,186,722,0.822
reacher_frontier_tau0.1_k8_seed43.log,0.1,808,173,670,0.824
reacher_frontier_tau0.2_k16_seed42.log,0.2,771,448,576,0.632
reacher_frontier_tau0.2_k16_seed43.log,0.2,728,405,526,0.643
reacher_frontier_tau0.2_k4_seed42.log,0.2,592,342,413,0.634
reacher_frontier_tau0.2_k4_seed43.log,0.2,570,319,388,0.641
reacher_frontier_tau0.2_k4_seed44.log,0.2,591,376,389,0.611
reacher_frontier_tau0.2_k4_seed45.log,0.2,609,367,409,0.624
reacher_frontier_tau0.2_k8_seed42.log,0.2,642,436,447,0.596
reacher_frontier_tau0.2_k8_seed43.log,0.2,680,415,475,0.621
reacher_frontier_tau0.3_k16_seed42.log,0.3,692,658,391,0.513
reacher_frontier_tau0.3_k16_seed43.log,0.3,616,579,338,0.515
reacher_frontier_tau0.3_k4_seed42.log,0.3,567,553,290,0.506
reacher_frontier_tau0.3_k4_seed43.log,0.3,523,468,271,0.528
reacher_frontier_tau0.3_k8_seed42.log,0.3,605,578,330,0.511
reacher_frontier_tau0.3_k8_seed43.log,0.3,592,541,316,0.523
reacher_frontier_tau0.4_k16_seed42.log,0.4,629,761,257,0.453
reacher_frontier_tau0.4_k16_seed43.log,0.4,585,690,237,0.459
reacher_frontier_tau0.4_k4_seed42.log,0.4,528,653,180,0.447
reacher_frontier_tau0.4_k4_seed43.log,0.4,544,600,215,0.476
reacher_frontier_tau0.4_k8_seed42.log,0.4,535,649,201,0.452
reacher_frontier_tau0.4_k8_seed43.log,0.4,585,685,223,0.461
reacher_gatejob_2270643_0.log,0.2,264,44,125,0.857
reacher_gatejob_2270643_1.log,0.2,228,40,89,0.851
reacher_gatejob_2270643_2.log,0.2,239,49,96,0.830
reacher_gatejob_2270643_3.log,0.2,222,31,84,0.877
reacher_gatejob_2270643_4.log,0.2,439,90,185,0.830
reacher_gatejob_2270643_5.log,0.2,434,105,196,0.805
reacher_gatejob_2270643_6.log,0.2,628,165,304,0.792
reacher_gatejob_2270643_7.log,0.2,641,166,288,0.794
reacher_gate_t100_seed42.log,0.2,439,90,185,0.830
reacher_gate_t100_seed43.log,0.2,434,105,196,0.805
reacher_gate_t150_seed42.log,0.2,628,165,304,0.792
reacher_gate_t150_seed43.log,0.2,641,166,288,0.794
reacher_gate_t25_seed42.log,0.2,264,44,125,0.857
reacher_gate_t25_seed43.log,0.2,228,40,89,0.851
reacher_gate_t25_seed44.log,0.2,239,49,96,0.830
reacher_gate_t25_seed45.log,0.2,222,31,84,0.877
reacher_horizon_2270238_16.log,0.2,302,173,147,0.636
reacher_horizon_2270238_17.log,0.2,336,173,185,0.660
reacher_horizon_2270238_18.log,0.2,494,285,312,0.634
reacher_horizon_2270238_18.log,0.2,349,164,200,0.680
reacher_horizon_2270238_19.log,0.2,476,283,302,0.627
reacher_horizon_2270238_19.log,0.2,348,165,203,0.678
reacher_horizon_2270238_20.log,0.2,579,323,402,0.642
reacher_horizon_2270238_20.log,0.2,358,160,214,0.691
reacher_horizon_2270238_21.log,0.2,556,370,366,0.600
reacher_horizon_2270238_21.log,0.2,348,189,200,0.648
reacher_horizon_2270238_22.log,0.2,686,456,484,0.601
reacher_horizon_2270238_22.log,0.2,371,190,230,0.661
reacher_horizon_2270238_23.log,0.2,701,444,490,0.612
reacher_horizon_2270238_23.log,0.2,390,188,239,0.675
reacher_horizon_s10spec_t100_2t_seed42.log,0.2,686,456,484,0.601
reacher_horizon_s10spec_t100_2t_seed43.log,0.2,701,444,490,0.612
reacher_horizon_s10spec_t100_b50_seed42.log,0.2,371,190,230,0.661
reacher_horizon_s10spec_t100_b50_seed43.log,0.2,390,188,239,0.675
reacher_horizon_s10spec_t100_seed42.log,0.2,686,456,484,0.601
reacher_horizon_s10spec_t100_seed42.log,0.2,371,190,230,0.661
reacher_horizon_s10spec_t100_seed43.log,0.2,701,444,490,0.612
reacher_horizon_s10spec_t100_seed43.log,0.2,390,188,239,0.675
reacher_horizon_s10spec_t100_seed44.log,0.2,650,380,458,0.631
reacher_horizon_s10spec_t100_seed45.log,0.2,638,415,424,0.606
reacher_horizon_s10spec_t25_2t_seed42.log,0.2,302,173,147,0.636
reacher_horizon_s10spec_t25_2t_seed43.log,0.2,336,173,185,0.660
reacher_horizon_s10spec_t25_seed42.log,0.2,302,173,147,0.636
reacher_horizon_s10spec_t25_seed43.log,0.2,336,173,185,0.660
reacher_horizon_s10spec_t50_2t_seed42.log,0.2,494,285,312,0.634
reacher_horizon_s10spec_t50_2t_seed43.log,0.2,476,283,302,0.627
reacher_horizon_s10spec_t50_b50_seed42.log,0.2,349,164,200,0.680
reacher_horizon_s10spec_t50_b50_seed43.log,0.2,348,165,203,0.678
reacher_horizon_s10spec_t50_seed42.log,0.2,494,285,312,0.634
reacher_horizon_s10spec_t50_seed42.log,0.2,349,164,200,0.680
