file,tau,redrafts,advances,rejects,call_ratio
gatev4c_spec_t25_seed45.log,0.2,313,148,164,0.679
gatev4c_spec_t50_seed42.log,0.2,532,313,358,0.630
gatev4c_spec_t50_seed43.log,0.2,495,320,310,0.607
gatev4c_spec_t50_seed44.log,0.2,509,295,327,0.633
gatev4c_spec_t50_seed45.log,0.2,470,262,292,0.642
gatev4_eval_2274091_32.log,0.2,327,161,176,0.670
gatev4_eval_2274091_33.log,0.2,307,170,151,0.644
gatev4_eval_2274091_34.log,0.2,320,159,168,0.668
gatev4_eval_2274091_35.log,0.2,325,171,170,0.655
gatev4_eval_2274091_36.log,0.2,456,259,296,0.638
gatev4_eval_2274091_37.log,0.2,470,308,284,0.604
gatev4_eval_2274091_38.log,0.2,483,282,310,0.631
gatev4_eval_2274091_39.log,0.2,459,298,274,0.606
gatev4_eval_2274091_40.log,0.2,725,447,508,0.619
gatev4_eval_2274091_41.log,0.2,662,437,455,0.602
gatev4_eval_2274091_42.log,0.2,681,418,469,0.620
gatev4_eval_2274091_43.log,0.2,619,339,431,0.646
gatev4_eval_2274091_44.log,0.2,782,511,546,0.605
gatev4_eval_2274091_45.log,0.2,744,466,523,0.615
gatev4_eval_2274091_46.log,0.2,757,467,547,0.618
gatev4_eval_2274091_47.log,0.2,763,438,568,0.635
gatev4_eval_2274091_80.log,0.2,4,0,3,1.000
gatev4_eval_2274091_81.log,0.2,4,1,3,0.800
gatev4_eval_2274091_82.log,0.2,4,0,3,1.000
gatev4_eval_2274091_83.log,0.2,5,0,4,1.000
gatev4_eval_2274091_84.log,0.2,25,5,21,0.833
gatev4_eval_2274091_85.log,0.2,20,8,16,0.714
gatev4_eval_2274091_86.log,0.2,24,6,19,0.800
gatev4_eval_2274091_87.log,0.2,20,12,15,0.625
gatev4_eval_2274091_88.log,0.2,196,96,166,0.671
gatev4_eval_2274091_89.log,0.2,166,106,122,0.610
gatev4_eval_2274091_90.log,0.2,192,93,157,0.674
gatev4_eval_2274091_91.log,0.2,179,101,149,0.639
gatev4_eval_2274091_92.log,0.2,346,184,280,0.653
gatev4_eval_2274091_93.log,0.2,307,166,248,0.649
gatev4_eval_2274091_94.log,0.2,254,136,198,0.651
gatev4_eval_2274091_95.log,0.2,306,149,251,0.673
gatev4_r_spec_t100_seed42.log,0.2,196,96,166,0.671
gatev4_r_spec_t100_seed43.log,0.2,166,106,122,0.610
gatev4_r_spec_t100_seed44.log,0.2,192,93,157,0.674
gatev4_r_spec_t100_seed45.log,0.2,179,101,149,0.639
gatev4_r_spec_t150_seed42.log,0.2,346,184,280,0.653
gatev4_r_spec_t150_seed43.log,0.2,307,166,248,0.649
gatev4_r_spec_t150_seed44.log,0.2,254,136,198,0.651
gatev4_r_spec_t150_seed45.log,0.2,306,149,251,0.673
gatev4_r_spec_t25_seed42.log,0.2,4,0,3,1.000
gatev4_r_spec_t25_seed43.log,0.2,4,1,3,0.800
gatev4_r_spec_t25_seed44.log,0.2,4,0,3,1.000
gatev4_r_spec_t25_seed45.log,0.2,5,0,4,1.000
gatev4_r_spec_t50_seed42.log,0.2,25,5,21,0.833
gatev4_r_spec_t50_seed43.log,0.2,20,8,16,0.714
gatev4_r_spec_t50_seed44.log,0.2,24,6,19,0.800
gatev4_r_spec_t50_seed45.log,0.2,20,12,15,0.625
gatev4_spec_t100_seed42.log,0.2,725,447,508,0.619
gatev4_spec_t100_seed43.log,0.2,662,437,455,0.602
gatev4_spec_t100_seed44.log,0.2,681,418,469,0.620
gatev4_spec_t100_seed45.log,0.2,619,339,431,0.646
gatev4_spec_t150_seed42.log,0.2,782,511,546,0.605
gatev4_spec_t150_seed43.log,0.2,744,466,523,0.615
gatev4_spec_t150_seed44.log,0.2,757,467,547,0.618
gatev4_spec_t150_seed45.log,0.2,763,438,568,0.635
gatev4_spec_t25_seed42.log,0.2,327,161,176,0.670
gatev4_spec_t25_seed43.log,0.2,307,170,151,0.644
gatev4_spec_t25_seed44.log,0.2,320,159,168,0.668
gatev4_spec_t25_seed45.log,0.2,325,171,170,0.655
gatev4_spec_t50_seed42.log,0.2,456,259,296,0.638
gatev4_spec_t50_seed43.log,0.2,470,308,284,0.604
gatev4_spec_t50_seed44.log,0.2,483,282,310,0.631
gatev4_spec_t50_seed45.log,0.2,459,298,274,0.606
gspec_2274180_0.log,0.2,220,47,81,0.824
gspec_2274180_10.log,0.2,410,93,171,0.815
gspec_2274180_11.log,0.2,447,99,186,0.819
gspec_2274180_12.log,0.2,614,174,292,0.779
gspec_2274180_13.log,0.2,646,177,303,0.785
gspec_2274180_14.log,0.2,592,144,269,0.804
gspec_2274180_15.log,0.2,591,143,279,0.805
gspec_2274180_1.log,0.2,229,44,94,0.839
gspec_2274180_2.log,0.2,220,45,79,0.830
gspec_2274180_3.log,0.2,230,42,93,0.846
gspec_2274180_4.log,0.2,265,60,110,0.815
gspec_2274180_5.log,0.2,270,70,110,0.794
gspec_2274180_6.log,0.2,272,47,105,0.853
gspec_2274180_7.log,0.2,271,53,106,0.836
gspec_2274180_8.log,0.2,470,83,198,0.850
gspec_2274180_9.log,0.2,460,103,211,0.817
gspec_t100_seed42.log,0.2,470,83,198,0.850
gspec_t100_seed43.log,0.2,460,103,211,0.817
gspec_t100_seed44.log,0.2,410,93,171,0.815
gspec_t100_seed45.log,0.2,447,99,186,0.819
gspec_t150_seed42.log,0.2,614,174,292,0.779
gspec_t150_seed43.log,0.2,646,177,303,0.785
gspec_t150_seed44.log,0.2,592,144,269,0.804
gspec_t150_seed45.log,0.2,591,143,279,0.805
gspec_t25_seed42.log,0.2,220,47,81,0.824
gspec_t25_seed43.log,0.2,229,44,94,0.839
gspec_t25_seed44.log,0.2,220,45,79,0.830
gspec_t25_seed45.log,0.2,230,42,93,0.846
gspec_t50_seed42.log,0.2,265,60,110,0.815
gspec_t50_seed43.log,0.2,270,70,110,0.794
gspec_t50_seed44.log,0.2,272,47,105,0.853
gspec_t50_seed45.log,0.2,271,53,106,0.836
klowjob_2271112_10.log,0.2,710,0,582,1.000
klowjob_2271112_11.log,0.2,723,0,595,1.000
klowjob_2271112_12.log,0.2,707,0,579,1.000
klowjob_2271112_13.log,0.2,676,0,548,1.000
klowjob_2271112_14.log,0.2,680,0,552,1.000
klowjob_2271112_15.log,0.2,743,0,615,1.000
klowjob_2271112_24.log,0.2,3240,0,2984,1.000
klowjob_2271112_24.log,0.2,3761,0,3505,1.000
klowjob_2271112_25.log,0.2,3173,0,2917,1.000
klowjob_2271112_25.log,0.2,3752,0,3496,1.000
klowjob_2271112_26.log,0.2,3266,0,3010,1.000
klowjob_2271112_26.log,0.2,3853,0,3597,1.000
klowjob_2271112_27.log,0.2,3185,0,2929,1.000
klowjob_2271112_27.log,0.2,3747,0,3491,1.000
klowjob_2271112_28.log,0.2,3435,0,3179,1.000
klowjob_2271112_28.log,0.2,3686,0,3430,1.000
klowjob_2271112_29.log,0.2,3185,0,2929,1.000
klowjob_2271112_29.log,0.2,3771,0,3515,1.000
klowjob_2271112_30.log,0.2,3263,0,3007,1.000
klowjob_2271112_30.log,0.2,3773,0,3517,1.000
klowjob_2271112_31.log,0.2,3129,0,2873,1.000
klowjob_2271112_31.log,0.2,3751,0,3495,1.000
klowjob_2271112_8.log,0.2,686,0,558,1.000
klowjob_2271112_9.log,0.2,672,0,544,1.000
poster_strip_cube_spec.log,0.2,52,6,40,0.897
poster_strip_pusht_spec.log,0.2,56,31,42,0.644
poster_strip_reacher_spec.log,0.2,71,51,51,0.582
poster_strips2_2306765_0.log,0.2,52,6,40,0.897
poster_strips2_2306765_2.log,0.2,71,51,51,0.582
poster_strips_2306078_0.log,0.2,56,31,42,0.644
pusht_auditjob_2270819_10.log,0.3,1974,2788,798,0.415
pusht_auditjob_2270819_10.log,0.3,2296,3207,946,0.417
pusht_auditjob_2270819_11.log,0.3,2017,2699,904,0.428
pusht_auditjob_2270819_11.log,0.3,2245,3127,948,0.418
pusht_auditjob_2270819_4.log,0.15,2978,1852,2386,0.617
pusht_auditjob_2270819_4.log,0.15,3278,2117,2626,0.608
pusht_auditjob_2270819_5.log,0.15,2894,1794,2329,0.617
pusht_auditjob_2270819_5.log,0.15,3381,2097,2773,0.617
pusht_auditjob_2270819_6.log,0.2,2466,2329,1645,0.514
pusht_auditjob_2270819_6.log,0.2,2641,2701,1689,0.494
pusht_auditjob_2270819_7.log,0.2,2369,2311,1533,0.506
pusht_auditjob_2270819_7.log,0.2,2780,2688,1842,0.508
pusht_auditjob_2270819_8.log,0.25,2119,2582,1114,0.451
pusht_auditjob_2270819_8.log,0.25,2473,2951,1316,0.456
pusht_auditjob_2270819_9.log,0.25,2112,2629,1084,0.445
pusht_auditjob_2270819_9.log,0.25,2476,2996,1313,0.452
pusht_ext_2276596_20.log,0.2,283,28,25,0.910
pusht_ext_2276596_20.log,0.2,321,62,63,0.838
pusht_ext_2276596_21.log,0.2,292,19,34,0.939
pusht_ext_2276596_21.log,0.2,321,52,58,0.861
pusht_ext_2276596_22.log,0.2,513,223,252,0.697
pusht_ext_2276596_22.log,0.2,607,313,334,0.660
pusht_ext_2276596_23.log,0.2,501,232,239,0.683
pusht_ext_2276596_23.log,0.2,628,301,359,0.676
pusht_ext_2276596_24.log,0.2,818,461,512,0.640
pusht_ext_2276596_24.log,0.2,1090,686,748,0.614
pusht_ext_2276596_25.log,0.2,826,480,520,0.632
pusht_ext_2276596_25.log,0.2,1069,668,744,0.615
pusht_ext_2276596_26.log,0.2,1236,793,891,0.609
pusht_ext_2276596_26.log,0.2,1525,977,1159,0.610
pusht_ext_2276596_27.log,0.2,1240,758,912,0.621
pusht_ext_2276596_27.log,0.2,1546,963,1170,0.616
pusht_ext_2276596_28.log,0.2,2075,1296,1596,0.616
pusht_ext_2276596_28.log,0.2,2482,1597,1956,0.608
pusht_ext_2276596_29.log,0.2,2147,1317,1661,0.620
pusht_ext_2276596_29.log,0.2,2387,1571,1836,0.603
pusht_ext_2276596_50.log,0.2,37,3,6,0.925
pusht_ext_2276596_50.log,0.2,49,11,17,0.817
pusht_ext_2276596_51.log,0.2,37,5,6,0.881
pusht_ext_2276596_51.log,0.2,49,9,18,0.845
pusht_ext_2276596_52.log,0.2,477,197,241,0.708
pusht_ext_2276596_52.log,0.2,562,269,319,0.676
pusht_ext_2276596_53.log,0.2,496,206,265,0.707
pusht_ext_2276596_53.log,0.2,583,284,342,0.672
pusht_ext_2276596_54.log,0.2,779,462,484,0.628
pusht_ext_2276596_54.log,0.2,1044,688,717,0.603
pusht_ext_2276596_55.log,0.2,814,475,524,0.631
pusht_ext_2276596_55.log,0.2,1031,668,703,0.607
pusht_ext_2276596_56.log,0.2,1206,809,860,0.599
pusht_ext_2276596_56.log,0.2,1474,986,1089,0.599
pusht_ext_2276596_57.log,0.2,1257,760,910,0.623
pusht_ext_2276596_57.log,0.2,1547,988,1171,0.610
pusht_ext_2276596_58.log,0.2,2044,1324,1564,0.607
pusht_ext_2276596_58.log,0.2,2347,1557,1817,0.601
pusht_ext_2276596_59.log,0.2,2119,1351,1633,0.611
pusht_ext_2276596_59.log,0.2,2330,1550,1794,0.601
pusht_ext_r_spec_t100_seed44.log,0.2,1206,809,860,0.599
pusht_ext_r_spec_t100_seed44.log,0.2,1474,986,1089,0.599
pusht_ext_r_spec_t100_seed45.log,0.2,1257,760,910,0.623
pusht_ext_r_spec_t100_seed45.log,0.2,1547,988,1171,0.610
pusht_ext_r_spec_t150_seed44.log,0.2,2044,1324,1564,0.607
pusht_ext_r_spec_t150_seed44.log,0.2,2347,1557,1817,0.601
pusht_ext_r_spec_t150_seed45.log,0.2,2119,1351,1633,0.611
pusht_ext_r_spec_t150_seed45.log,0.2,2330,1550,1794,0.601
pusht_ext_r_spec_t25_seed44.log,0.2,37,3,6,0.925
pusht_ext_r_spec_t25_seed44.log,0.2,49,11,17,0.817
pusht_ext_r_spec_t25_seed45.log,0.2,37,5,6,0.881
pusht_ext_r_spec_t25_seed45.log,0.2,49,9,18,0.845
pusht_ext_r_spec_t50_seed44.log,0.2,477,197,241,0.708
pusht_ext_r_spec_t50_seed44.log,0.2,562,269,319,0.676
pusht_ext_r_spec_t50_seed45.log,0.2,496,206,265,0.707
pusht_ext_r_spec_t50_seed45.log,0.2,583,284,342,0.672
pusht_ext_r_spec_t75_seed44.log,0.2,779,462,484,0.628
pusht_ext_r_spec_t75_seed44.log,0.2,1044,688,717,0.603
pusht_ext_r_spec_t75_seed45.log,0.2,814,475,524,0.631
pusht_ext_r_spec_t75_seed45.log,0.2,1031,668,703,0.607
pusht_ext_spec_t100_seed44.log,0.2,1236,793,891,0.609
pusht_ext_spec_t100_seed44.log,0.2,1525,977,1159,0.610
pusht_ext_spec_t100_seed45.log,0.2,1240,758,912,0.621
pusht_ext_spec_t100_seed45.log,0.2,1546,963,1170,0.616
pusht_ext_spec_t150_seed44.log,0.2,2075,1296,1596,0.616
pusht_ext_spec_t150_seed44.log,0.2,2482,1597,1956,0.608
pusht_ext_spec_t150_seed45.log,0.2,2147,1317,1661,0.620
pusht_ext_spec_t150_seed45.log,0.2,2387,1571,1836,0.603
pusht_ext_spec_t25_seed44.log,0.2,283,28,25,0.910
pusht_ext_spec_t25_seed44.log,0.2,321,62,63,0.838
pusht_ext_spec_t25_seed45.log,0.2,292,19,34,0.939
pusht_ext_spec_t25_seed45.log,0.2,321,52,58,0.861
pusht_ext_spec_t50_seed44.log,0.2,513,223,252,0.697
pusht_ext_spec_t50_seed44.log,0.2,607,313,334,0.660
pusht_ext_spec_t50_seed45.log,0.2,501,232,239,0.683
pusht_ext_spec_t50_seed45.log,0.2,628,301,359,0.676
pusht_ext_spec_t75_seed44.log,0.2,818,461,512,0.640
pusht_ext_spec_t75_seed44.log,0.2,1090,686,748,0.614
pusht_ext_spec_t75_seed45.log,0.2,826,480,520,0.632
pusht_ext_spec_t75_seed45.log,0.2,1069,668,744,0.615
pusht_gapfilljob_2272008_10.log,0.2,1142,132,884,0.896
pusht_gapfilljob_2272008_10.log,0.2,1307,195,1043,0.870
pusht_gapfilljob_2272008_11.log,0.2,1113,144,852,0.885
pusht_gapfilljob_2272008_11.log,0.2,1275,173,1018,0.881
pusht_gapfilljob_2272008_12.log,0.4,817,410,530,0.666
pusht_gapfilljob_2272008_12.log,0.4,971,548,650,0.639
pusht_gapfilljob_2272008_13.log,0.4,827,433,530,0.656
pusht_gapfilljob_2272008_13.log,0.4,933,517,621,0.643
pusht_gapfilljob_2272008_14.log,0.4,807,446,511,0.644
pusht_gapfilljob_2272008_14.log,0.4,961,542,646,0.639
pusht_gapfilljob_2272008_15.log,0.4,816,434,529,0.653
pusht_gapfilljob_2272008_15.log,0.4,929,531,612,0.636
pusht_gapfilljob_2272008_4.log,0.2,1084,694,730,0.610
pusht_gapfilljob_2272008_4.log,0.2,1317,818,947,0.617
pusht_gapfilljob_2272008_5.log,0.2,1011,685,648,0.596
pusht_gapfilljob_2272008_5.log,0.2,1163,815,787,0.588
pusht_gapfilljob_2272008_6.log,0.2,999,668,661,0.599
pusht_gapfilljob_2272008_6.log,0.2,1235,851,860,0.592
pusht_gapfilljob_2272008_7.log,0.2,1107,671,766,0.623
pusht_gapfilljob_2272008_7.log,0.2,1258,846,892,0.598
pusht_gapfilljob_2272008_8.log,0.2,1161,125,901,0.903
pusht_gapfilljob_2272008_8.log,0.2,1303,170,1036,0.885
pusht_gapfilljob_2272008_9.log,0.2,1105,142,846,0.886
pusht_gapfilljob_2272008_9.log,0.2,1287,190,1025,0.871
pusht_hz_2270740_30.log,0.2,377,45,120,0.893
pusht_hz_2270740_30.log,0.2,400,82,141,0.830
pusht_hz_2270740_31.log,0.2,371,55,110,0.871
pusht_hz_2270740_31.log,0.2,412,79,147,0.839
pusht_hz_2270740_32.log,0.2,695,293,405,0.703
pusht_hz_2270740_32.log,0.2,840,419,539,0.667
pusht_hz_2270740_33.log,0.2,669,320,372,0.676
pusht_hz_2270740_33.log,0.2,818,439,511,0.651
pusht_hz_2270740_34.log,0.2,1105,721,746,0.605
pusht_hz_2270740_34.log,0.2,1313,921,905,0.588
pusht_hz_2270740_35.log,0.2,1098,737,732,0.598
pusht_hz_2270740_35.log,0.2,1345,988,912,0.577
pusht_hz_2270740_36.log,0.2,1633,1213,1151,0.574
pusht_hz_2270740_36.log,0.2,2028,1537,1452,0.569
pusht_hz_2270740_37.log,0.2,1620,1205,1129,0.573
pusht_hz_2270740_37.log,0.2,1881,1541,1292,0.550
pusht_hz_2270740_38.log,0.2,2592,2391,1759,0.520
pusht_hz_2270740_38.log,0.2,2962,2672,2047,0.526
pusht_hz_2270740_39.log,0.2,2563,2410,1724,0.515
pusht_hz_2270740_39.log,0.2,2888,2779,1942,0.510
pusht_hz_s10speck3_t100_seed42.log,0.2,1813,1065,1400,0.630
pusht_hz_s10speck3_t100_seed42.log,0.2,2201,1354,1729,0.619
pusht_hz_s10speck3_t100_seed43.log,0.2,1887,1071,1484,0.638
pusht_hz_s10speck3_t100_seed43.log,0.2,2192,1362,1728,0.617
pusht_hz_s10speck3_t150_seed42.log,0.2,2915,2043,2256,0.588
pusht_hz_s10speck3_t150_seed42.log,0.2,3169,2339,2431,0.575
pusht_hz_s10speck3_t150_seed43.log,0.2,2938,2111,2244,0.582
pusht_hz_s10speck3_t150_seed43.log,0.2,3347,2485,2600,0.574
pusht_hz_s10speck3_t25_seed42.log,0.2,396,35,140,0.919
pusht_hz_s10speck3_t25_seed42.log,0.2,425,69,164,0.860
pusht_hz_s10speck3_t25_seed43.log,0.2,386,38,128,0.910
pusht_hz_s10speck3_t25_seed43.log,0.2,431,62,172,0.874
pusht_hz_s10speck3_t50_seed42.log,0.2,739,242,465,0.753
pusht_hz_s10speck3_t50_seed42.log,0.2,918,369,635,0.713
pusht_hz_s10speck3_t50_seed43.log,0.2,730,256,459,0.740
pusht_hz_s10speck3_t50_seed43.log,0.2,909,370,620,0.711
pusht_hz_s10speck3_t75_seed42.log,0.2,1271,598,936,0.680
pusht_hz_s10speck3_t75_seed42.log,0.2,1477,834,1098,0.639
pusht_hz_s10speck3_t75_seed43.log,0.2,1212,602,872,0.668
pusht_hz_s10speck3_t75_seed43.log,0.2,1490,851,1102,0.636
pusht_hz_s10spec_t100_seed42.log,0.2,1633,1213,1151,0.574
pusht_hz_s10spec_t100_seed42.log,0.2,2028,1537,1452,0.569
pusht_hz_s10spec_t100_seed43.log,0.2,1620,1205,1129,0.573
pusht_hz_s10spec_t100_seed43.log,0.2,1881,1541,1292,0.550
pusht_hz_s10spec_t150_seed42.log,0.2,2592,2391,1759,0.520
pusht_hz_s10spec_t150_seed42.log,0.2,2962,2672,2047,0.526
pusht_hz_s10spec_t150_seed43.log,0.2,2563,2410,1724,0.515
pusht_hz_s10spec_t150_seed43.log,0.2,2888,2779,1942,0.510
pusht_hz_s10spec_t25_seed42.log,0.2,377,45,120,0.893
pusht_hz_s10spec_t25_seed42.log,0.2,400,82,141,0.830
pusht_hz_s10spec_t25_seed43.log,0.2,371,55,110,0.871
pusht_hz_s10spec_t25_seed43.log,0.2,412,79,147,0.839
pusht_hz_s10spec_t50_seed42.log,0.2,695,293,405,0.703
pusht_hz_s10spec_t50_seed42.log,0.2,840,419,539,0.667
pusht_hz_s10spec_t50_seed43.log,0.2,669,320,372,0.676
pusht_hz_s10spec_t50_seed43.log,0.2,818,439,511,0.651
pusht_hz_s10spec_t75_seed42.log,0.2,1105,721,746,0.605
pusht_hz_s10spec_t75_seed42.log,0.2,1313,921,905,0.588
pusht_hz_s10spec_t75_seed43.log,0.2,1098,737,732,0.598
pusht_hz_s10spec_t75_seed43.log,0.2,1345,988,912,0.577
pusht_hzs5_2271135_30.log,0.2,284,25,27,0.919
pusht_hzs5_2271135_30.log,0.2,303,60,43,0.835
pusht_hzs5_2271135_31.log,0.2,278,24,20,0.921
pusht_hzs5_2271135_31.log,0.2,301,46,41,0.867
pusht_hzs5_2271135_32.log,0.2,471,264,196,0.641
pusht_hzs5_2271135_32.log,0.2,617,376,331,0.621
pusht_hzs5_2271135_33.log,0.2,481,271,214,0.640
pusht_hzs5_2271135_33.log,0.2,603,382,316,0.612
pusht_hzs5_2271135_34.log,0.2,736,503,424,0.594
pusht_hzs5_2271135_34.log,0.2,931,735,569,0.559
pusht_hzs5_2271135_35.log,0.2,745,527,428,0.586
pusht_hzs5_2271135_35.log,0.2,944,724,589,0.566
pusht_hzs5_2271135_36.log,0.2,1058,884,662,0.545
pusht_hzs5_2271135_36.log,0.2,1363,1202,897,0.531
pusht_hzs5_2271135_37.log,0.2,1036,884,645,0.540
pusht_hzs5_2271135_37.log,0.2,1307,1108,879,0.541
pusht_hzs5_2271135_38.log,0.2,1759,1557,1159,0.530
pusht_hzs5_2271135_38.log,0.2,2079,1816,1425,0.534
pusht_hzs5_2271135_39.log,0.2,1747,1553,1159,0.529
pusht_hzs5_2271135_39.log,0.2,2106,1805,1450,0.538
pusht_hzs5_s10speck3_t100_seed42.log,0.2,1334,777,982,0.632
pusht_hzs5_s10speck3_t100_seed42.log,0.2,1635,1035,1261,0.612
pusht_hzs5_s10speck3_t100_seed43.log,0.2,1328,808,980,0.622
pusht_hzs5_s10speck3_t100_seed43.log,0.2,1568,1025,1187,0.605
pusht_hzs5_s10speck3_t150_seed42.log,0.2,2126,1377,1607,0.607
pusht_hzs5_s10speck3_t150_seed42.log,0.2,2231,1545,1687,0.591
pusht_hzs5_s10speck3_t150_seed43.log,0.2,2010,1427,1492,0.585
pusht_hzs5_s10speck3_t150_seed43.log,0.2,2344,1707,1770,0.579
pusht_hzs5_s10speck3_t25_seed42.log,0.2,284,19,26,0.937
pusht_hzs5_s10speck3_t25_seed42.log,0.2,307,54,48,0.850
pusht_hzs5_s10speck3_t25_seed43.log,0.2,281,19,24,0.937
pusht_hzs5_s10speck3_t25_seed43.log,0.2,319,39,59,0.891
pusht_hzs5_s10speck3_t50_seed42.log,0.2,521,218,259,0.705
pusht_hzs5_s10speck3_t50_seed42.log,0.2,624,304,355,0.672
pusht_hzs5_s10speck3_t50_seed43.log,0.2,532,213,272,0.714
pusht_hzs5_s10speck3_t50_seed43.log,0.2,617,334,341,0.649
pusht_hzs5_s10speck3_t75_seed42.log,0.2,819,498,524,0.622
pusht_hzs5_s10speck3_t75_seed42.log,0.2,1065,673,730,0.613
pusht_hzs5_s10speck3_t75_seed43.log,0.2,789,461,490,0.631
pusht_hzs5_s10speck3_t75_seed43.log,0.2,1021,657,699,0.608
pusht_hzs5_s10spec_t100_seed42.log,0.2,1058,884,662,0.545
pusht_hzs5_s10spec_t100_seed42.log,0.2,1363,1202,897,0.531
pusht_hzs5_s10spec_t100_seed43.log,0.2,1036,884,645,0.540
pusht_hzs5_s10spec_t100_seed43.log,0.2,1307,1108,879,0.541
pusht_hzs5_s10spec_t150_seed42.log,0.2,1759,1557,1159,0.530
pusht_hzs5_s10spec_t150_seed42.log,0.2,2079,1816,1425,0.534
pusht_hzs5_s10spec_t150_seed43.log,0.2,1747,1553,1159,0.529
pusht_hzs5_s10spec_t150_seed43.log,0.2,2106,1805,1450,0.538
pusht_hzs5_s10spec_t25_seed42.log,0.2,284,25,27,0.919
pusht_hzs5_s10spec_t25_seed42.log,0.2,303,60,43,0.835
pusht_hzs5_s10spec_t25_seed43.log,0.2,278,24,20,0.921
pusht_hzs5_s10spec_t25_seed43.log,0.2,301,46,41,0.867
pusht_hzs5_s10spec_t50_seed42.log,0.2,471,264,196,0.641
pusht_hzs5_s10spec_t50_seed42.log,0.2,617,376,331,0.621
pusht_hzs5_s10spec_t50_seed43.log,0.2,481,271,214,0.640
pusht_hzs5_s10spec_t50_seed43.log,0.2,603,382,316,0.612
pusht_hzs5_s10spec_t75_seed42.log,0.2,736,503,424,0.594
pusht_hzs5_s10spec_t75_seed42.log,0.2,931,735,569,0.559
pusht_hzs5_s10spec_t75_seed43.log,0.2,745,527,428,0.586
pusht_hzs5_s10spec_t75_seed43.log,0.2,944,724,589,0.566
pusht_k100job_2271077_10.log,0.2,1680,1120,1245,0.600
pusht_k100job_2271077_10.log,0.2,1999,1487,1477,0.573
pusht_k100job_2271077_11.log,0.2,1678,1209,1203,0.581
pusht_k100job_2271077_11.log,0.2,2034,1482,1514,0.578
pusht_k100job_2271077_12.log,0.2,1666,1244,1185,0.573
pusht_k100job_2271077_12.log,0.2,1928,1469,1392,0.568
pusht_k100job_2271077_13.log,0.2,1642,1251,1155,0.568
pusht_k100job_2271077_13.log,0.2,1904,1553,1349,0.551
pusht_k100job_2271077_14.log,0.2,1604,1254,1118,0.561
pusht_k100job_2271077_14.log,0.2,1921,1517,1371,0.559
pusht_k100job_2271077_15.log,0.2,1618,1283,1128,0.558
pusht_k100job_2271077_15.log,0.2,1987,1523,1438,0.566
pusht_k100job_2271077_8.log,0.2,1675,1231,1198,0.576
pusht_k100job_2271077_8.log,0.2,2014,1476,1477,0.577
pusht_k100job_2271077_9.log,0.2,1688,1142,1247,0.596
pusht_k100job_2271077_9.log,0.2,2006,1507,1466,0.571
pusht_k3job_2271747_4.log,0.2,1876,1059,1472,0.639
pusht_k3job_2271747_4.log,0.2,2136,1333,1681,0.616
pusht_k3job_2271747_5.log,0.2,1838,1088,1428,0.628
pusht_k3job_2271747_5.log,0.2,2135,1323,1674,0.617
pusht_k3job_2271747_6.log,0.2,1847,1087,1424,0.630
pusht_k3job_2271747_6.log,0.2,2178,1377,1720,0.613
pusht_k3job_2271747_7.log,0.2,1856,1042,1448,0.640
pusht_k3job_2271747_7.log,0.2,2174,1313,1686,0.623
pusht_k4job_2271066_4.log,0.2,2656,2273,1854,0.539
pusht_k4job_2271066_4.log,0.2,2986,2652,2098,0.530
pusht_k4job_2271066_5.log,0.2,2728,2327,1916,0.540
pusht_k4job_2271066_5.log,0.2,2986,2694,2092,0.526
pusht_k4job_2271066_6.log,0.2,2619,2296,1805,0.533
pusht_k4job_2271066_6.log,0.2,2976,2682,2098,0.526
pusht_k4job_2271066_7.log,0.2,2731,2381,1923,0.534
pusht_k4job_2271066_7.log,0.2,3010,2752,2087,0.522
pusht_offaxisjob_2271116_0.log,0.3,1368,1452,736,0.485
pusht_offaxisjob_2271116_0.log,0.3,1659,1816,893,0.477
pusht_offaxisjob_2271116_1.log,0.3,1342,1491,707,0.474
pusht_offaxisjob_2271116_1.log,0.3,1610,1847,845,0.466
pusht_offaxisjob_2271116_2.log,0.1,2658,322,2393,0.892
pusht_offaxisjob_2271116_2.log,0.1,3021,455,2736,0.869
pusht_offaxisjob_2271116_3.log,0.1,2515,348,2239,0.878
pusht_offaxisjob_2271116_3.log,0.1,3069,436,2791,0.876
pusht_offaxis_tau0.10_k4_seed42.log,0.1,2658,322,2393,0.892
pusht_offaxis_tau0.10_k4_seed42.log,0.1,3021,455,2736,0.869
pusht_offaxis_tau0.10_k4_seed43.log,0.1,2515,348,2239,0.878
pusht_offaxis_tau0.10_k4_seed43.log,0.1,3069,436,2791,0.876
pusht_offaxis_tau0.30_k4_seed42.log,0.3,1368,1452,736,0.485
pusht_offaxis_tau0.30_k4_seed42.log,0.3,1659,1816,893,0.477
pusht_offaxis_tau0.30_k4_seed43.log,0.3,1342,1491,707,0.474
pusht_offaxis_tau0.30_k4_seed43.log,0.3,1610,1847,845,0.466
pusht_randinitjob_2272000_4.log,0.2,5227,1008,4905,0.838
pusht_randinitjob_2272000_4.log,0.2,6052,1482,5631,0.803
pusht_randinitjob_2272000_5.log,0.2,5015,988,4686,0.835
pusht_randinitjob_2272000_5.log,0.2,6144,1507,5715,0.803
pusht_randinitjob_2272000_6.log,0.2,5003,994,4653,0.834
pusht_randinitjob_2272000_6.log,0.2,5919,1433,5489,0.805
pusht_randinitjob_2272000_7.log,0.2,4773,931,4463,0.837
