=== train gdm_stride10.pt (faithful recipe, subgoal-step 10 ) ===
[cfg] {'subgoals': 'subgoals_dense_full.pt', 'out': 'gdm_stride10.pt', 'device': 'cuda', 'seed': 42, 'mask': '5', 'custom_mask_file': None, 'window_rule': 'clamp', 'subgoal_step': 10, 'latent_dim': 192, 'n_future': 3, 'wg': 1, 'hidden': 512, 'depth': 11, 'heads': 8, 'mlp_ratio': 4.0, 'goal_cond': False, 'goal_rule': 'final', 'goal_gap': None, 'goal_gap_max': None, 'timesteps': 1000, 'parameterization': 'eps', 'schedule': 'linear', 'min_snr_gamma': 0.0, 'sampler': 'ddim', 'normalization': 'standardize', 'epochs': 20, 'batch_size': 128, 'lr': 5e-05, 'weight_decay': 0.001, 'grad_clip': 1.0, 'lr_schedule': 'warmup_cosine', 'warmup_frac': 0.01, 'amp': True, 'ema_decay': 0.0, 'num_workers': 0, 'log_every': 500}
[data] mask=5deg: 9094 episodes used; 1100325 (cond,target) pairs; window_rule=clamp; file_stride=1 subgoal_step=10 => subgoal horizon = 10 frames
[norm] native ||z|| mean=13.71 (sqrt(D)=13.86); standardize per-dim (mean|.|=0.072, std mean=0.985)
[model] GDM (DiT) head params = 53.34M (hidden=512 depth=11 heads=8); diffusion T=1000 param=eps schedule=linear sampler=ddim norm=standardize min_snr_gamma=0.0
[sched] warmup_cosine: total_steps=171940 warmup=1719 peak_lr=5.0e-05 -> 0 (eta_min)
  [iter 500] loss=0.21562 (run 0.78686, 58s, 115ms/it)
  [iter 1000] loss=0.14545 (run 0.47737, 87s, 87ms/it)
  [iter 1500] loss=0.14799 (run 0.36412, 116s, 77ms/it)
  [iter 2000] loss=0.11699 (run 0.30161, 146s, 73ms/it)
  [iter 2500] loss=0.09709 (run 0.26061, 175s, 70ms/it)
  [iter 3000] loss=0.08717 (run 0.23156, 205s, 68ms/it)
  [iter 3500] loss=0.06405 (run 0.20966, 234s, 67ms/it)
  [iter 4000] loss=0.07353 (run 0.19256, 264s, 66ms/it)
  [iter 4500] loss=0.04147 (run 0.17884, 294s, 65ms/it)
  [iter 5000] loss=0.05740 (run 0.16760, 324s, 65ms/it)
  [iter 5500] loss=0.06485 (run 0.15798, 353s, 64ms/it)
  [iter 6000] loss=0.04617 (run 0.14987, 383s, 64ms/it)
  [iter 6500] loss=0.05764 (run 0.14279, 413s, 64ms/it)
  [iter 7000] loss=0.05222 (run 0.13649, 442s, 63ms/it)
  [iter 7500] loss=0.07371 (run 0.13110, 471s, 63ms/it)
  [iter 8000] loss=0.05909 (run 0.12620, 501s, 63ms/it)
  [iter 8500] loss=0.06728 (run 0.12183, 531s, 62ms/it)
[epoch 01/20] loss=0.12105 iters=8597 (537s)
  [iter 9000] loss=0.03994 (run 0.05079, 560s, 62ms/it)
  [iter 9500] loss=0.03110 (run 0.04955, 589s, 62ms/it)
  [iter 10000] loss=0.04588 (run 0.04911, 618s, 62ms/it)
  [iter 10500] loss=0.04982 (run 0.04858, 647s, 62ms/it)
  [iter 11000] loss=0.04321 (run 0.04807, 676s, 61ms/it)
  [iter 11500] loss=0.03935 (run 0.04761, 705s, 61ms/it)
  [iter 12000] loss=0.04846 (run 0.04706, 734s, 61ms/it)
  [iter 12500] loss=0.04476 (run 0.04668, 764s, 61ms/it)
  [iter 13000] loss=0.05371 (run 0.04627, 794s, 61ms/it)
  [iter 13500] loss=0.06158 (run 0.04584, 823s, 61ms/it)
  [iter 14000] loss=0.03428 (run 0.04545, 853s, 61ms/it)
  [iter 14500] loss=0.03831 (run 0.04502, 883s, 61ms/it)
  [iter 15000] loss=0.03369 (run 0.04463, 912s, 61ms/it)
  [iter 15500] loss=0.05262 (run 0.04424, 942s, 61ms/it)
  [iter 16000] loss=0.03460 (run 0.04392, 972s, 61ms/it)
  [iter 16500] loss=0.03405 (run 0.04361, 1001s, 61ms/it)
  [iter 17000] loss=0.04721 (run 0.04326, 1031s, 61ms/it)
[epoch 02/20] loss=0.04315 iters=17194 (1043s)
  [iter 17500] loss=0.03550 (run 0.03716, 1061s, 61ms/it)
