file,header,env,subgoal,mode,n,seed,S,eval_filter,offset,budget,epfile,sr20,sr5,srq,call_ratio,tau,k
reacher_s5_t100_seed43.log,,reacher,gdm,,128,43,5,,100,200,reacher_slong.ep150.t1.json,,,88.28,,,
reacher_s5_t100_seed44.log,,reacher,gdm,,128,44,5,,100,200,reacher_slong.ep150.t2.json,,,91.41,,,
reacher_s5_t100_seed45.log,,reacher,gdm,,128,45,5,,100,200,reacher_slong.ep150.t3.json,,,92.97,,,
reacher_s5_t150_seed42.log,,reacher,gdm,,128,42,5,,150,300,reacher_slong.ep150.t4.json,,,89.84,,,
reacher_s5_t150_seed43.log,,reacher,gdm,,128,43,5,,150,300,reacher_slong.ep150.t5.json,,,96.09,,,
reacher_s5_t150_seed44.log,,reacher,gdm,,128,44,5,,150,300,reacher_slong.ep150.t6.json,,,91.41,,,
reacher_s5_t150_seed45.log,,reacher,gdm,,128,45,5,,150,300,reacher_slong.ep150.t7.json,,,94.53,,,
reacher_slongjob_2271064_0.log,scale-at-horizon: S=5 RH=1 t=100 seed=42 (2t budget),reacher,gdm,,128,42,5,,100,200,reacher_slong.ep150.t0.json,,,92.19,,,
reacher_slongjob_2271064_1.log,scale-at-horizon: S=5 RH=1 t=100 seed=43 (2t budget),reacher,gdm,,128,43,5,,100,200,reacher_slong.ep150.t1.json,,,88.28,,,
reacher_slongjob_2271064_10.log,scale-at-horizon: S=15 RH=3 t=100 seed=44 (2t budget),reacher,gdm,,128,44,15,,100,200,reacher_slong.ep150.t10.json,,,92.97,,,
reacher_slongjob_2271064_11.log,scale-at-horizon: S=15 RH=3 t=100 seed=45 (2t budget),reacher,gdm,,128,45,15,,100,200,reacher_slong.ep150.t11.json,,,92.97,,,
reacher_slongjob_2271064_12.log,scale-at-horizon: S=15 RH=3 t=150 seed=42 (2t budget),reacher,gdm,,128,42,15,,150,300,reacher_slong.ep150.t12.json,,,94.53,,,
reacher_slongjob_2271064_13.log,scale-at-horizon: S=15 RH=3 t=150 seed=43 (2t budget),reacher,gdm,,128,43,15,,150,300,reacher_slong.ep150.t13.json,,,96.09,,,
reacher_slongjob_2271064_14.log,scale-at-horizon: S=15 RH=3 t=150 seed=44 (2t budget),reacher,gdm,,128,44,15,,150,300,reacher_slong.ep150.t14.json,,,96.88,,,
reacher_slongjob_2271064_15.log,scale-at-horizon: S=15 RH=3 t=150 seed=45 (2t budget),reacher,gdm,,128,45,15,,150,300,reacher_slong.ep150.t15.json,,,94.53,,,
reacher_slongjob_2271064_16.log,scale-at-horizon: S=25 RH=5 t=100 seed=42 (2t budget),reacher,gdm,,128,42,25,,100,200,reacher_slong.ep150.t16.json,,,94.53,,,
reacher_slongjob_2271064_17.log,scale-at-horizon: S=25 RH=5 t=100 seed=43 (2t budget),reacher,gdm,,128,43,25,,100,200,reacher_slong.ep150.t17.json,,,91.41,,,
reacher_slongjob_2271064_18.log,scale-at-horizon: S=25 RH=5 t=100 seed=44 (2t budget),reacher,gdm,,128,44,25,,100,200,reacher_slong.ep150.t18.json,,,96.88,,,
reacher_slongjob_2271064_19.log,scale-at-horizon: S=25 RH=5 t=100 seed=45 (2t budget),reacher,gdm,,128,45,25,,100,200,reacher_slong.ep150.t19.json,,,91.41,,,
reacher_slongjob_2271064_2.log,scale-at-horizon: S=5 RH=1 t=100 seed=44 (2t budget),reacher,gdm,,128,44,5,,100,200,reacher_slong.ep150.t2.json,,,91.41,,,
reacher_slongjob_2271064_20.log,scale-at-horizon: S=25 RH=5 t=150 seed=42 (2t budget),reacher,gdm,,128,42,25,,150,300,reacher_slong.ep150.t20.json,,,89.84,,,
reacher_slongjob_2271064_21.log,scale-at-horizon: S=25 RH=5 t=150 seed=43 (2t budget),reacher,gdm,,128,43,25,,150,300,reacher_slong.ep150.t21.json,,,95.31,,,
reacher_slongjob_2271064_22.log,scale-at-horizon: S=25 RH=5 t=150 seed=44 (2t budget),reacher,gdm,,128,44,25,,150,300,reacher_slong.ep150.t22.json,,,93.75,,,
reacher_slongjob_2271064_23.log,scale-at-horizon: S=25 RH=5 t=150 seed=45 (2t budget),reacher,gdm,,128,45,25,,150,300,reacher_slong.ep150.t23.json,,,91.41,,,
reacher_slongjob_2271064_3.log,scale-at-horizon: S=5 RH=1 t=100 seed=45 (2t budget),reacher,gdm,,128,45,5,,100,200,reacher_slong.ep150.t3.json,,,92.97,,,
reacher_slongjob_2271064_4.log,scale-at-horizon: S=5 RH=1 t=150 seed=42 (2t budget),reacher,gdm,,128,42,5,,150,300,reacher_slong.ep150.t4.json,,,89.84,,,
reacher_slongjob_2271064_5.log,scale-at-horizon: S=5 RH=1 t=150 seed=43 (2t budget),reacher,gdm,,128,43,5,,150,300,reacher_slong.ep150.t5.json,,,96.09,,,
reacher_slongjob_2271064_6.log,scale-at-horizon: S=5 RH=1 t=150 seed=44 (2t budget),reacher,gdm,,128,44,5,,150,300,reacher_slong.ep150.t6.json,,,91.41,,,
reacher_slongjob_2271064_7.log,scale-at-horizon: S=5 RH=1 t=150 seed=45 (2t budget),reacher,gdm,,128,45,5,,150,300,reacher_slong.ep150.t7.json,,,94.53,,,
reacher_slongjob_2271064_8.log,scale-at-horizon: S=15 RH=3 t=100 seed=42 (2t budget),reacher,gdm,,128,42,15,,100,200,reacher_slong.ep150.t8.json,,,94.53,,,
reacher_slongjob_2271064_9.log,scale-at-horizon: S=15 RH=3 t=100 seed=43 (2t budget),reacher,gdm,,128,43,15,,100,200,reacher_slong.ep150.t9.json,,,95.31,,,
reacher_smoke_2270234.log,[1/2] ORACLE n=32 (harness + encoder + injection sanity),reacher,oracle,,32,42,25,,25,50,,,,90.62,,,
reacher_smoke_2270234.log,[1/2] ORACLE n=32 (harness + encoder + injection sanity),reacher,baseline,,32,42,25,,25,50,,,,93.75,,,
reacher_speck1_t100_seed42.log,,reacher,specaccept,,128,42,10,,100,200,reacher_klow.ep100.t8.json,,,96.09,1.000,0.2,1
reacher_speck1_t100_seed43.log,,reacher,specaccept,,128,43,10,,100,200,reacher_klow.ep100.t9.json,,,97.66,1.000,0.2,1
reacher_speck1_t100_seed44.log,,reacher,specaccept,,128,44,10,,100,200,reacher_klow.ep100.t10.json,,,95.31,1.000,0.2,1
reacher_speck1_t100_seed45.log,,reacher,specaccept,,128,45,10,,100,200,reacher_klow.ep100.t11.json,,,94.53,1.000,0.2,1
reacher_speck2_t100_seed42.log,,reacher,specaccept,,128,42,10,,100,200,reacher_klow.ep100.t12.json,,,95.31,1.000,0.2,2
reacher_speck2_t100_seed43.log,,reacher,specaccept,,128,43,10,,100,200,reacher_klow.ep100.t13.json,,,97.66,1.000,0.2,2
reacher_speck2_t100_seed44.log,,reacher,specaccept,,128,44,10,,100,200,reacher_klow.ep100.t14.json,,,96.09,1.000,0.2,2
reacher_speck2_t100_seed45.log,,reacher,specaccept,,128,45,10,,100,200,reacher_klow.ep100.t15.json,,,94.53,1.000,0.2,2
reacher_strongjob_2270711_0.log,,reacher,baseline,,128,42,5,,25,50,,,,92.19,,,
reacher_strongjob_2270711_1.log,,reacher,baseline,,128,43,5,,25,50,,,,92.19,,,
reacher_strongjob_2270711_10.log,,reacher,baseline,,128,44,10,,150,300,reacher_strong.ep150.t10.json,,,61.72,,,
reacher_strongjob_2270711_11.log,,reacher,baseline,,128,45,10,,150,300,reacher_strong.ep150.t11.json,,,61.72,,,
reacher_strongjob_2270711_12.log,,reacher,specaccept,,128,44,10,,100,200,reacher_strong.ep100.t12.json,,,94.53,0.611,0.2,4
reacher_strongjob_2270711_13.log,,reacher,specaccept,,128,45,10,,100,200,reacher_strong.ep100.t13.json,,,96.09,0.624,0.2,4
reacher_strongjob_2270711_14.log,,reacher,specaccept,,128,44,10,,100,200,reacher_strong.ep100.t14.json,,,95.31,0.832,0.1,4
reacher_strongjob_2270711_15.log,,reacher,specaccept,,128,45,10,,100,200,reacher_strong.ep100.t15.json,,,96.09,0.842,0.1,4
reacher_strongjob_2270711_2.log,,reacher,baseline,,128,44,5,,25,50,,,,90.62,,,
reacher_strongjob_2270711_3.log,,reacher,baseline,,128,45,5,,25,50,,,,91.41,,,
reacher_strongjob_2270711_4.log,,reacher,baseline,,128,42,5,,100,200,reacher_strong.ep100.t4.json,,,50.78,,,
reacher_strongjob_2270711_5.log,,reacher,baseline,,128,43,5,,100,200,reacher_strong.ep100.t5.json,,,51.56,,,
reacher_strongjob_2270711_6.log,,reacher,baseline,,128,42,5,,150,300,reacher_strong.ep150.t6.json,,,44.53,,,
reacher_strongjob_2270711_7.log,,reacher,baseline,,128,43,5,,150,300,reacher_strong.ep150.t7.json,,,47.66,,,
reacher_strongjob_2270711_8.log,,reacher,baseline,,128,44,10,,100,200,reacher_strong.ep100.t8.json,,,65.62,,,
reacher_strongjob_2270711_9.log,,reacher,baseline,,128,45,10,,100,200,reacher_strong.ep100.t9.json,,,65.62,,,
