file,header,env,subgoal,mode,n,seed,S,eval_filter,offset,budget,epfile,sr20,sr5,srq,call_ratio,tau,k
reacher_gatejob_2270643_5.log,goal-gate t100 (max-offset-100 pop) seed=43,reacher,specaccept,,128,43,10,,100,200,reacher_gate.ep100.t5.json,,,83.59,0.805,0.2,8
reacher_gatejob_2270643_6.log,goal-gate t150 (max-offset-150 pop) seed=42,reacher,specaccept,,128,42,10,,150,300,reacher_gate.ep150.t6.json,,,81.25,0.792,0.2,8
reacher_gatejob_2270643_7.log,goal-gate t150 (max-offset-150 pop) seed=43,reacher,specaccept,,128,43,10,,150,300,reacher_gate.ep150.t7.json,,,78.91,0.794,0.2,8
reacher_gdmk1_t100_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_klow.ep100.t0.json,,,95.31,,,
reacher_gdmk1_t100_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_klow.ep100.t1.json,,,96.88,,,
reacher_gdmk1_t100_seed44.log,,reacher,gdm,,128,44,10,,100,200,reacher_klow.ep100.t2.json,,,95.31,,,
reacher_gdmk1_t100_seed45.log,,reacher,gdm,,128,45,10,,100,200,reacher_klow.ep100.t3.json,,,92.97,,,
reacher_gdmk2_t100_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_klow.ep100.t4.json,,,95.31,,,
reacher_gdmk2_t100_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_klow.ep100.t5.json,,,96.88,,,
reacher_gdmk2_t100_seed44.log,,reacher,gdm,,128,44,10,,100,200,reacher_klow.ep100.t6.json,,,95.31,,,
reacher_gdmk2_t100_seed45.log,,reacher,gdm,,128,45,10,,100,200,reacher_klow.ep100.t7.json,,,93.75,,,
reacher_gdmk4_t100_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_audit2.ep100.t12.json,,,97.66,,,
reacher_gdmk4_t100_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_audit2.ep100.t13.json,,,96.09,,,
reacher_gdmk4_t100_seed44.log,,reacher,gdm,,128,44,10,,100,200,reacher_audit2.ep100.t14.json,,,95.31,,,
reacher_gdmk4_t100_seed45.log,,reacher,gdm,,128,45,10,,100,200,reacher_audit2.ep100.t15.json,,,95.31,,,
reacher_gdmk8_t100_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_audit.ep100.t12.json,,,95.31,,,
reacher_gdmk8_t100_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_audit.ep100.t13.json,,,96.88,,,
reacher_gdmk8_t100_seed44.log,,reacher,gdm,,128,44,10,,100,200,reacher_audit.ep100.t14.json,,,93.75,,,
reacher_gdmk8_t100_seed45.log,,reacher,gdm,,128,45,10,,100,200,reacher_audit.ep100.t15.json,,,93.75,,,
reacher_gdmk8_t25_seed42.log,,reacher,gdm,,128,42,10,,25,50,,,,64.84,,,
reacher_gdmk8_t25_seed43.log,,reacher,gdm,,128,43,10,,25,50,,,,71.88,,,
reacher_gdmk8_t25_seed44.log,,reacher,gdm,,128,44,10,,25,50,,,,73.44,,,
reacher_gdmk8_t25_seed45.log,,reacher,gdm,,128,45,10,,25,50,,,,65.62,,,
reacher_gf_t100_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_gf.ep100.t2.json,,,7.03,,,
reacher_gf_t100_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_gf.ep100.t3.json,,,10.16,,,
reacher_gf_t150_seed42.log,,reacher,gdm,,128,42,10,,150,300,reacher_gf.ep150.t4.json,,,10.94,,,
reacher_gf_t150_seed43.log,,reacher,gdm,,128,43,10,,150,300,reacher_gf.ep150.t5.json,,,11.72,,,
reacher_gf_t25_seed42.log,,reacher,gdm,,128,42,10,,25,50,,,,11.72,,,
reacher_gf_t25_seed43.log,,reacher,gdm,,128,43,10,,25,50,,,,8.59,,,
reacher_gfeval_2270703_0.log,goal-free gdm t25 native seed=42,reacher,gdm,,128,42,10,,25,50,,,,11.72,,,
reacher_gfeval_2270703_1.log,goal-free gdm t25 native seed=43,reacher,gdm,,128,43,10,,25,50,,,,8.59,,,
reacher_gfeval_2270703_2.log,goal-free gdm t100 seed=42,reacher,gdm,,128,42,10,,100,200,reacher_gf.ep100.t2.json,,,7.03,,,
reacher_gfeval_2270703_3.log,goal-free gdm t100 seed=43,reacher,gdm,,128,43,10,,100,200,reacher_gf.ep100.t3.json,,,10.16,,,
reacher_gfeval_2270703_4.log,goal-free gdm t150 seed=42,reacher,gdm,,128,42,10,,150,300,reacher_gf.ep150.t4.json,,,10.94,,,
reacher_gfeval_2270703_5.log,goal-free gdm t150 seed=43,reacher,gdm,,128,43,10,,150,300,reacher_gf.ep150.t5.json,,,11.72,,,
reacher_horizon_2270238_0.log,"arm=s25gdm offset=25 seed=42 (budgets: 2t=50, vlwm=50)",reacher,gdm,,128,42,25,,25,50,reacher_horizon.ep.t0.json,,,54.69,,,
reacher_horizon_2270238_1.log,"arm=s25gdm offset=25 seed=43 (budgets: 2t=50, vlwm=50)",reacher,gdm,,128,43,25,,25,50,reacher_horizon.ep.t1.json,,,56.25,,,
reacher_horizon_2270238_10.log,"arm=s10gdm offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,42,10,,50,100,reacher_horizon.ep.t10.json,,,76.56,,,
reacher_horizon_2270238_10.log,"arm=s10gdm offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,42,10,,50,50,reacher_horizon.ep.t10.json,,,50.00,,,
reacher_horizon_2270238_11.log,"arm=s10gdm offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,43,10,,50,100,reacher_horizon.ep.t11.json,,,82.81,,,
reacher_horizon_2270238_11.log,"arm=s10gdm offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,43,10,,50,50,reacher_horizon.ep.t11.json,,,50.00,,,
reacher_horizon_2270238_12.log,"arm=s10gdm offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,42,10,,75,150,reacher_horizon.ep.t12.json,,,92.19,,,
reacher_horizon_2270238_12.log,"arm=s10gdm offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,42,10,,75,50,reacher_horizon.ep.t12.json,,,49.22,,,
reacher_horizon_2270238_13.log,"arm=s10gdm offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,43,10,,75,150,reacher_horizon.ep.t13.json,,,88.28,,,
reacher_horizon_2270238_13.log,"arm=s10gdm offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,43,10,,75,50,reacher_horizon.ep.t13.json,,,53.12,,,
reacher_horizon_2270238_14.log,"arm=s10gdm offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,42,10,,100,200,reacher_horizon.ep.t14.json,,,89.84,,,
reacher_horizon_2270238_14.log,"arm=s10gdm offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,42,10,,100,50,reacher_horizon.ep.t14.json,,,42.19,,,
reacher_horizon_2270238_15.log,"arm=s10gdm offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,43,10,,100,200,reacher_horizon.ep.t15.json,,,93.75,,,
reacher_horizon_2270238_15.log,"arm=s10gdm offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,43,10,,100,50,reacher_horizon.ep.t15.json,,,39.84,,,
reacher_horizon_2270238_16.log,"arm=s10spec offset=25 seed=42 (budgets: 2t=50, vlwm=50)",reacher,specaccept,,128,42,10,,25,50,reacher_horizon.ep.t16.json,,,54.69,0.636,0.2,8
reacher_horizon_2270238_17.log,"arm=s10spec offset=25 seed=43 (budgets: 2t=50, vlwm=50)",reacher,specaccept,,128,43,10,,25,50,reacher_horizon.ep.t17.json,,,53.91,0.660,0.2,8
reacher_horizon_2270238_18.log,"arm=s10spec offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,specaccept,,128,42,10,,50,100,reacher_horizon.ep.t18.json,,,80.47,0.680,0.2,8
reacher_horizon_2270238_18.log,"arm=s10spec offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,specaccept,,128,42,10,,50,50,reacher_horizon.ep.t18.json,,,44.53,0.680,0.2,8
reacher_horizon_2270238_19.log,"arm=s10spec offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,specaccept,,128,43,10,,50,100,reacher_horizon.ep.t19.json,,,78.12,0.678,0.2,8
reacher_horizon_2270238_19.log,"arm=s10spec offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,specaccept,,128,43,10,,50,50,reacher_horizon.ep.t19.json,,,46.88,0.678,0.2,8
reacher_horizon_2270238_2.log,"arm=s25gdm offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,42,25,,50,100,reacher_horizon.ep.t2.json,,,81.25,,,
reacher_horizon_2270238_2.log,"arm=s25gdm offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,42,25,,50,50,reacher_horizon.ep.t2.json,,,45.31,,,
reacher_horizon_2270238_20.log,"arm=s10spec offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,specaccept,,128,42,10,,75,150,reacher_horizon.ep.t20.json,,,89.06,0.691,0.2,8
reacher_horizon_2270238_20.log,"arm=s10spec offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,specaccept,,128,42,10,,75,50,reacher_horizon.ep.t20.json,,,48.44,0.691,0.2,8
reacher_horizon_2270238_21.log,"arm=s10spec offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,specaccept,,128,43,10,,75,150,reacher_horizon.ep.t21.json,,,89.84,0.648,0.2,8
reacher_horizon_2270238_21.log,"arm=s10spec offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,specaccept,,128,43,10,,75,50,reacher_horizon.ep.t21.json,,,43.75,0.648,0.2,8
reacher_horizon_2270238_22.log,"arm=s10spec offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,specaccept,,128,42,10,,100,200,reacher_horizon.ep.t22.json,,,87.50,0.661,0.2,8
reacher_horizon_2270238_22.log,"arm=s10spec offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,specaccept,,128,42,10,,100,50,reacher_horizon.ep.t22.json,,,32.81,0.661,0.2,8
reacher_horizon_2270238_23.log,"arm=s10spec offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,specaccept,,128,43,10,,100,200,reacher_horizon.ep.t23.json,,,88.28,0.675,0.2,8
reacher_horizon_2270238_23.log,"arm=s10spec offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,specaccept,,128,43,10,,100,50,reacher_horizon.ep.t23.json,,,28.91,0.675,0.2,8
reacher_horizon_2270238_3.log,"arm=s25gdm offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,43,25,,50,100,reacher_horizon.ep.t3.json,,,76.56,,,
reacher_horizon_2270238_3.log,"arm=s25gdm offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,gdm,,128,43,25,,50,50,reacher_horizon.ep.t3.json,,,42.97,,,
reacher_horizon_2270238_4.log,"arm=s25gdm offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,42,25,,75,150,reacher_horizon.ep.t4.json,,,89.06,,,
reacher_horizon_2270238_4.log,"arm=s25gdm offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,42,25,,75,50,reacher_horizon.ep.t4.json,,,44.53,,,
reacher_horizon_2270238_5.log,"arm=s25gdm offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,43,25,,75,150,reacher_horizon.ep.t5.json,,,90.62,,,
reacher_horizon_2270238_5.log,"arm=s25gdm offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,gdm,,128,43,25,,75,50,reacher_horizon.ep.t5.json,,,46.88,,,
reacher_horizon_2270238_6.log,"arm=s25gdm offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,42,25,,100,200,reacher_horizon.ep.t6.json,,,88.28,,,
reacher_horizon_2270238_6.log,"arm=s25gdm offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,42,25,,100,50,reacher_horizon.ep.t6.json,,,39.06,,,
reacher_horizon_2270238_7.log,"arm=s25gdm offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,43,25,,100,200,reacher_horizon.ep.t7.json,,,90.62,,,
reacher_horizon_2270238_7.log,"arm=s25gdm offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,gdm,,128,43,25,,100,50,reacher_horizon.ep.t7.json,,,36.72,,,
reacher_horizon_2270238_8.log,"arm=s10gdm offset=25 seed=42 (budgets: 2t=50, vlwm=50)",reacher,gdm,,128,42,10,,25,50,reacher_horizon.ep.t8.json,,,59.38,,,
reacher_horizon_2270238_9.log,"arm=s10gdm offset=25 seed=43 (budgets: 2t=50, vlwm=50)",reacher,gdm,,128,43,10,,25,50,reacher_horizon.ep.t9.json,,,60.16,,,
reacher_horizon_baseline_t100_seed42.log,,reacher,baseline,,128,42,25,,100,200,reacher_horizon.ep.base.t6.json,,,83.59,,,
reacher_horizon_baseline_t100_seed42.log,,reacher,baseline,,128,42,25,,100,50,reacher_horizon.ep.base.t6.json,,,65.62,,,
reacher_horizon_baseline_t100_seed43.log,,reacher,baseline,,128,43,25,,100,200,reacher_horizon.ep.base.t7.json,,,82.03,,,
reacher_horizon_baseline_t100_seed43.log,,reacher,baseline,,128,43,25,,100,50,reacher_horizon.ep.base.t7.json,,,64.06,,,
reacher_horizon_baseline_t100_seed44.log,,reacher,baseline,,128,44,25,,100,200,reacher_horizon.ep.ext.t2.json,,,83.59,,,
reacher_horizon_baseline_t100_seed45.log,,reacher,baseline,,128,45,25,,100,200,reacher_horizon.ep.ext.t3.json,,,83.59,,,
reacher_horizon_baseline_t25_seed42.log,,reacher,baseline,,128,42,25,,25,50,reacher_horizon.ep.base.t0.json,,,85.16,,,
reacher_horizon_baseline_t25_seed43.log,,reacher,baseline,,128,43,25,,25,50,reacher_horizon.ep.base.t1.json,,,81.25,,,
reacher_horizon_baseline_t50_seed42.log,,reacher,baseline,,128,42,25,,50,100,reacher_horizon.ep.base.t2.json,,,92.19,,,
reacher_horizon_baseline_t50_seed42.log,,reacher,baseline,,128,42,25,,50,50,reacher_horizon.ep.base.t2.json,,,73.44,,,
reacher_horizon_baseline_t50_seed43.log,,reacher,baseline,,128,43,25,,50,100,reacher_horizon.ep.base.t3.json,,,91.41,,,
reacher_horizon_baseline_t50_seed43.log,,reacher,baseline,,128,43,25,,50,50,reacher_horizon.ep.base.t3.json,,,79.69,,,
reacher_horizon_baseline_t75_seed42.log,,reacher,baseline,,128,42,25,,75,150,reacher_horizon.ep.base.t4.json,,,88.28,,,
reacher_horizon_baseline_t75_seed42.log,,reacher,baseline,,128,42,25,,75,50,reacher_horizon.ep.base.t4.json,,,71.09,,,
reacher_horizon_baseline_t75_seed43.log,,reacher,baseline,,128,43,25,,75,150,reacher_horizon.ep.base.t5.json,,,89.84,,,
reacher_horizon_baseline_t75_seed43.log,,reacher,baseline,,128,43,25,,75,50,reacher_horizon.ep.base.t5.json,,,73.44,,,
reacher_horizon_baseline_t75_seed44.log,,reacher,baseline,,128,44,25,,75,150,reacher_horizon.ep.ext.t0.json,,,89.06,,,
reacher_horizon_baseline_t75_seed45.log,,reacher,baseline,,128,45,25,,75,150,reacher_horizon.ep.ext.t1.json,,,89.06,,,
reacher_horizon_s10gdm_t100_2t_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_horizon.ep.t14.json,,,89.84,,,
reacher_horizon_s10gdm_t100_2t_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_horizon.ep.t15.json,,,93.75,,,
reacher_horizon_s10gdm_t100_b50_seed42.log,,reacher,gdm,,128,42,10,,100,50,reacher_horizon.ep.t14.json,,,42.19,,,
reacher_horizon_s10gdm_t100_b50_seed43.log,,reacher,gdm,,128,43,10,,100,50,reacher_horizon.ep.t15.json,,,39.84,,,
reacher_horizon_s10gdm_t100_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_horizon.ep.t14.json,,,89.84,,,
reacher_horizon_s10gdm_t100_seed42.log,,reacher,gdm,,128,42,10,,100,50,reacher_horizon.ep.t14.json,,,42.19,,,
reacher_horizon_s10gdm_t100_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_horizon.ep.t15.json,,,93.75,,,
reacher_horizon_s10gdm_t100_seed43.log,,reacher,gdm,,128,43,10,,100,50,reacher_horizon.ep.t15.json,,,39.84,,,
reacher_horizon_s10gdm_t100_seed44.log,,reacher,gdm,,128,44,10,,100,200,reacher_horizon.ep.ext.t6.json,,,89.84,,,
reacher_horizon_s10gdm_t100_seed45.log,,reacher,gdm,,128,45,10,,100,200,reacher_horizon.ep.ext.t7.json,,,89.84,,,
reacher_horizon_s10gdm_t25_2t_seed42.log,,reacher,gdm,,128,42,10,,25,50,reacher_horizon.ep.t8.json,,,59.38,,,
reacher_horizon_s10gdm_t25_2t_seed43.log,,reacher,gdm,,128,43,10,,25,50,reacher_horizon.ep.t9.json,,,60.16,,,
reacher_horizon_s10gdm_t25_seed42.log,,reacher,gdm,,128,42,10,,25,50,reacher_horizon.ep.t8.json,,,59.38,,,
reacher_horizon_s10gdm_t25_seed43.log,,reacher,gdm,,128,43,10,,25,50,reacher_horizon.ep.t9.json,,,60.16,,,
reacher_horizon_s10gdm_t50_2t_seed42.log,,reacher,gdm,,128,42,10,,50,100,reacher_horizon.ep.t10.json,,,76.56,,,
reacher_horizon_s10gdm_t50_2t_seed43.log,,reacher,gdm,,128,43,10,,50,100,reacher_horizon.ep.t11.json,,,82.81,,,
reacher_horizon_s10gdm_t50_b50_seed42.log,,reacher,gdm,,128,42,10,,50,50,reacher_horizon.ep.t10.json,,,50.00,,,
reacher_horizon_s10gdm_t50_b50_seed43.log,,reacher,gdm,,128,43,10,,50,50,reacher_horizon.ep.t11.json,,,50.00,,,
reacher_horizon_s10gdm_t50_seed42.log,,reacher,gdm,,128,42,10,,50,100,reacher_horizon.ep.t10.json,,,76.56,,,
reacher_horizon_s10gdm_t50_seed42.log,,reacher,gdm,,128,42,10,,50,50,reacher_horizon.ep.t10.json,,,50.00,,,
reacher_horizon_s10gdm_t50_seed43.log,,reacher,gdm,,128,43,10,,50,100,reacher_horizon.ep.t11.json,,,82.81,,,
reacher_horizon_s10gdm_t50_seed43.log,,reacher,gdm,,128,43,10,,50,50,reacher_horizon.ep.t11.json,,,50.00,,,
reacher_horizon_s10gdm_t75_2t_seed42.log,,reacher,gdm,,128,42,10,,75,150,reacher_horizon.ep.t12.json,,,92.19,,,
reacher_horizon_s10gdm_t75_2t_seed43.log,,reacher,gdm,,128,43,10,,75,150,reacher_horizon.ep.t13.json,,,88.28,,,
reacher_horizon_s10gdm_t75_b50_seed42.log,,reacher,gdm,,128,42,10,,75,50,reacher_horizon.ep.t12.json,,,49.22,,,
reacher_horizon_s10gdm_t75_b50_seed43.log,,reacher,gdm,,128,43,10,,75,50,reacher_horizon.ep.t13.json,,,53.12,,,
reacher_horizon_s10gdm_t75_seed42.log,,reacher,gdm,,128,42,10,,75,150,reacher_horizon.ep.t12.json,,,92.19,,,
reacher_horizon_s10gdm_t75_seed42.log,,reacher,gdm,,128,42,10,,75,50,reacher_horizon.ep.t12.json,,,49.22,,,
reacher_horizon_s10gdm_t75_seed43.log,,reacher,gdm,,128,43,10,,75,150,reacher_horizon.ep.t13.json,,,88.28,,,
reacher_horizon_s10gdm_t75_seed43.log,,reacher,gdm,,128,43,10,,75,50,reacher_horizon.ep.t13.json,,,53.12,,,
reacher_horizon_s10gdm_t75_seed44.log,,reacher,gdm,,128,44,10,,75,150,reacher_horizon.ep.ext.t4.json,,,90.62,,,
reacher_horizon_s10gdm_t75_seed45.log,,reacher,gdm,,128,45,10,,75,150,reacher_horizon.ep.ext.t5.json,,,89.84,,,
reacher_horizon_s10spec_t100_2t_seed42.log,,reacher,specaccept,,128,42,10,,100,200,reacher_horizon.ep.t22.json,,,87.50,0.601,0.2,8
reacher_horizon_s10spec_t100_2t_seed43.log,,reacher,specaccept,,128,43,10,,100,200,reacher_horizon.ep.t23.json,,,88.28,0.612,0.2,8
reacher_horizon_s10spec_t100_b50_seed42.log,,reacher,specaccept,,128,42,10,,100,50,reacher_horizon.ep.t22.json,,,32.81,0.661,0.2,8
reacher_horizon_s10spec_t100_b50_seed43.log,,reacher,specaccept,,128,43,10,,100,50,reacher_horizon.ep.t23.json,,,28.91,0.675,0.2,8
reacher_horizon_s10spec_t100_seed42.log,,reacher,specaccept,,128,42,10,,100,200,reacher_horizon.ep.t22.json,,,87.50,0.661,0.2,8
reacher_horizon_s10spec_t100_seed42.log,,reacher,specaccept,,128,42,10,,100,50,reacher_horizon.ep.t22.json,,,32.81,0.661,0.2,8
reacher_horizon_s10spec_t100_seed43.log,,reacher,specaccept,,128,43,10,,100,200,reacher_horizon.ep.t23.json,,,88.28,0.675,0.2,8
reacher_horizon_s10spec_t100_seed43.log,,reacher,specaccept,,128,43,10,,100,50,reacher_horizon.ep.t23.json,,,28.91,0.675,0.2,8
reacher_horizon_s10spec_t100_seed44.log,,reacher,specaccept,,128,44,10,,100,200,reacher_horizon.ep.ext.t10.json,,,92.97,0.631,0.2,8
reacher_horizon_s10spec_t100_seed45.log,,reacher,specaccept,,128,45,10,,100,200,reacher_horizon.ep.ext.t11.json,,,95.31,0.606,0.2,8
reacher_horizon_s10spec_t25_2t_seed42.log,,reacher,specaccept,,128,42,10,,25,50,reacher_horizon.ep.t16.json,,,54.69,0.636,0.2,8
reacher_horizon_s10spec_t25_2t_seed43.log,,reacher,specaccept,,128,43,10,,25,50,reacher_horizon.ep.t17.json,,,53.91,0.660,0.2,8
reacher_horizon_s10spec_t25_seed42.log,,reacher,specaccept,,128,42,10,,25,50,reacher_horizon.ep.t16.json,,,54.69,0.636,0.2,8
reacher_horizon_s10spec_t25_seed43.log,,reacher,specaccept,,128,43,10,,25,50,reacher_horizon.ep.t17.json,,,53.91,0.660,0.2,8
reacher_horizon_s10spec_t50_2t_seed42.log,,reacher,specaccept,,128,42,10,,50,100,reacher_horizon.ep.t18.json,,,80.47,0.634,0.2,8
reacher_horizon_s10spec_t50_2t_seed43.log,,reacher,specaccept,,128,43,10,,50,100,reacher_horizon.ep.t19.json,,,78.12,0.627,0.2,8
reacher_horizon_s10spec_t50_b50_seed42.log,,reacher,specaccept,,128,42,10,,50,50,reacher_horizon.ep.t18.json,,,44.53,0.680,0.2,8
reacher_horizon_s10spec_t50_b50_seed43.log,,reacher,specaccept,,128,43,10,,50,50,reacher_horizon.ep.t19.json,,,46.88,0.678,0.2,8
reacher_horizon_s10spec_t50_seed42.log,,reacher,specaccept,,128,42,10,,50,100,reacher_horizon.ep.t18.json,,,80.47,0.680,0.2,8
reacher_horizon_s10spec_t50_seed42.log,,reacher,specaccept,,128,42,10,,50,50,reacher_horizon.ep.t18.json,,,44.53,0.680,0.2,8
reacher_horizon_s10spec_t50_seed43.log,,reacher,specaccept,,128,43,10,,50,100,reacher_horizon.ep.t19.json,,,78.12,0.678,0.2,8
reacher_horizon_s10spec_t50_seed43.log,,reacher,specaccept,,128,43,10,,50,50,reacher_horizon.ep.t19.json,,,46.88,0.678,0.2,8
reacher_horizon_s10spec_t75_2t_seed42.log,,reacher,specaccept,,128,42,10,,75,150,reacher_horizon.ep.t20.json,,,89.06,0.642,0.2,8
reacher_horizon_s10spec_t75_2t_seed43.log,,reacher,specaccept,,128,43,10,,75,150,reacher_horizon.ep.t21.json,,,89.84,0.600,0.2,8
reacher_horizon_s10spec_t75_b50_seed42.log,,reacher,specaccept,,128,42,10,,75,50,reacher_horizon.ep.t20.json,,,48.44,0.691,0.2,8
reacher_horizon_s10spec_t75_b50_seed43.log,,reacher,specaccept,,128,43,10,,75,50,reacher_horizon.ep.t21.json,,,43.75,0.648,0.2,8
reacher_horizon_s10spec_t75_seed42.log,,reacher,specaccept,,128,42,10,,75,150,reacher_horizon.ep.t20.json,,,89.06,0.691,0.2,8
reacher_horizon_s10spec_t75_seed42.log,,reacher,specaccept,,128,42,10,,75,50,reacher_horizon.ep.t20.json,,,48.44,0.691,0.2,8
reacher_horizon_s10spec_t75_seed43.log,,reacher,specaccept,,128,43,10,,75,150,reacher_horizon.ep.t21.json,,,89.84,0.648,0.2,8
reacher_horizon_s10spec_t75_seed43.log,,reacher,specaccept,,128,43,10,,75,50,reacher_horizon.ep.t21.json,,,43.75,0.648,0.2,8
reacher_horizon_s10spec_t75_seed44.log,,reacher,specaccept,,128,44,10,,75,150,reacher_horizon.ep.ext.t8.json,,,90.62,0.632,0.2,8
reacher_horizon_s10spec_t75_seed45.log,,reacher,specaccept,,128,45,10,,75,150,reacher_horizon.ep.ext.t9.json,,,90.62,0.625,0.2,8
reacher_horizon_s25gdm_t100_2t_seed42.log,,reacher,gdm,,128,42,25,,100,200,reacher_horizon.ep.t6.json,,,88.28,,,
reacher_horizon_s25gdm_t100_2t_seed43.log,,reacher,gdm,,128,43,25,,100,200,reacher_horizon.ep.t7.json,,,90.62,,,
reacher_horizon_s25gdm_t100_b50_seed42.log,,reacher,gdm,,128,42,25,,100,50,reacher_horizon.ep.t6.json,,,39.06,,,
reacher_horizon_s25gdm_t100_b50_seed43.log,,reacher,gdm,,128,43,25,,100,50,reacher_horizon.ep.t7.json,,,36.72,,,
reacher_horizon_s25gdm_t100_seed42.log,,reacher,gdm,,128,42,25,,100,200,reacher_horizon.ep.t6.json,,,88.28,,,
reacher_horizon_s25gdm_t100_seed42.log,,reacher,gdm,,128,42,25,,100,50,reacher_horizon.ep.t6.json,,,39.06,,,
reacher_horizon_s25gdm_t100_seed43.log,,reacher,gdm,,128,43,25,,100,200,reacher_horizon.ep.t7.json,,,90.62,,,
reacher_horizon_s25gdm_t100_seed43.log,,reacher,gdm,,128,43,25,,100,50,reacher_horizon.ep.t7.json,,,36.72,,,
reacher_horizon_s25gdm_t25_2t_seed42.log,,reacher,gdm,,128,42,25,,25,50,reacher_horizon.ep.t0.json,,,54.69,,,
reacher_horizon_s25gdm_t25_2t_seed43.log,,reacher,gdm,,128,43,25,,25,50,reacher_horizon.ep.t1.json,,,56.25,,,
reacher_horizon_s25gdm_t25_seed42.log,,reacher,gdm,,128,42,25,,25,50,reacher_horizon.ep.t0.json,,,54.69,,,
reacher_horizon_s25gdm_t25_seed43.log,,reacher,gdm,,128,43,25,,25,50,reacher_horizon.ep.t1.json,,,56.25,,,
reacher_horizon_s25gdm_t50_2t_seed42.log,,reacher,gdm,,128,42,25,,50,100,reacher_horizon.ep.t2.json,,,81.25,,,
reacher_horizon_s25gdm_t50_2t_seed43.log,,reacher,gdm,,128,43,25,,50,100,reacher_horizon.ep.t3.json,,,76.56,,,
reacher_horizon_s25gdm_t50_b50_seed42.log,,reacher,gdm,,128,42,25,,50,50,reacher_horizon.ep.t2.json,,,45.31,,,
reacher_horizon_s25gdm_t50_b50_seed43.log,,reacher,gdm,,128,43,25,,50,50,reacher_horizon.ep.t3.json,,,42.97,,,
reacher_horizon_s25gdm_t50_seed42.log,,reacher,gdm,,128,42,25,,50,100,reacher_horizon.ep.t2.json,,,81.25,,,
reacher_horizon_s25gdm_t50_seed42.log,,reacher,gdm,,128,42,25,,50,50,reacher_horizon.ep.t2.json,,,45.31,,,
reacher_horizon_s25gdm_t50_seed43.log,,reacher,gdm,,128,43,25,,50,100,reacher_horizon.ep.t3.json,,,76.56,,,
