rel,accepted,state_dist
0.096514,1,0.063865
0.125414,1,0.020042
0.016078,1,0.012442
0.213535,0,0.155023
0.110706,1,0.047282
0.025374,1,0.036392
0.090120,1,0.039678
0.045972,1,0.026367
0.124841,1,0.041991
0.070139,1,0.036890
0.177676,1,0.103640
0.224451,0,0.135913
0.170071,1,0.036110
0.218477,0,0.130062
0.356516,0,0.142246
0.222441,0,0.131586
0.266338,0,0.099564
0.178285,1,0.029917
0.643493,0,0.235242
0.991243,0,2.147936
0.298927,0,0.170043
1.341357,0,1.681329
0.283201,0,0.053761
0.157160,1,0.078728
0.051372,1,0.039652
0.428794,0,0.277947
0.114070,1,0.063048
0.125235,1,0.121765
0.434073,0,0.112135
0.213788,0,0.082588
0.485088,0,0.157599
0.132079,1,0.060136
0.210775,0,0.077332
0.082026,1,0.040936
0.410362,0,0.114987
0.387638,0,0.116813
0.184394,1,0.123581
0.218862,0,0.083681
0.306159,0,0.104028
0.257923,0,0.161275
0.128290,1,0.035762
0.425413,0,0.180966
0.132656,1,0.060660
0.447914,0,0.218648
0.260818,0,0.082722
0.236416,0,0.055248
0.335675,0,0.081253
0.258583,0,0.050553
0.511122,0,0.157931
0.248784,0,0.136407
0.276352,0,0.075995
0.488245,0,0.167269
0.018588,1,0.004622
0.311618,0,0.131760
0.036078,1,0.020324
0.265902,0,0.064848
0.186954,1,0.066845
0.257907,0,0.102737
0.550767,0,0.224249
0.537344,0,0.320032
0.425412,0,0.191490
0.196222,1,0.059124
0.627080,0,0.173271
0.198231,1,0.077378
0.224783,0,0.137112
0.046350,1,0.024167
0.195357,1,0.083335
0.160068,1,0.048520
0.213911,0,0.076357
0.179344,1,0.063553
0.057084,1,0.033726
0.112944,1,0.041757
0.025700,1,0.015149
1.127122,0,0.353196
0.132227,1,0.035285
1.404235,0,1.102204
0.082714,1,0.043597
0.504284,0,0.089535
0.036598,1,0.028157
0.514126,0,0.234517
0.363302,0,0.206826
0.293139,0,0.084222
0.373254,0,0.084867
0.055899,1,0.030075
0.228750,0,0.084611
0.210117,0,0.069646
0.221385,0,0.155290
0.050562,1,0.031015
0.271802,0,0.069647
0.234512,0,0.008679
0.057902,1,0.007794
0.224879,0,0.043532
0.205257,0,0.070301
1.404952,0,2.131317
0.309597,0,0.147828
0.171612,1,0.046928
0.724042,0,0.325717
0.321144,0,0.061661
0.615543,0,0.210534
0.046089,1,0.034936
0.429494,0,0.090670
0.026537,1,0.020824
0.182436,1,0.051739
0.179360,1,0.067765
0.214473,0,0.052354
0.438039,0,0.125707
0.325133,0,0.127301
0.132519,1,0.061300
1.438047,0,1.337743
0.188759,1,0.093648
0.130031,1,0.080087
0.581179,0,0.399231
0.233703,0,0.088649
0.191990,1,0.110009
0.057471,1,0.032415
0.151276,1,0.050300
0.501299,0,0.161593
0.267167,0,0.050608
0.054090,1,0.020265
0.203358,0,0.068345
0.178616,1,0.099887
0.110472,1,0.071012
0.120781,1,0.043148
0.018636,1,0.026137
0.101604,1,0.049697
1.440679,0,1.775978
0.114553,1,0.037089
0.071809,1,0.030483
0.101347,1,0.033352
0.597823,0,0.230499
0.412609,0,0.128995
0.770377,0,0.300692
0.346406,0,0.105523
0.144800,1,0.047953
0.213427,0,0.134857
0.457301,0,0.168628
0.360571,0,0.106741
0.326297,0,0.092587
1.382012,0,1.650971
0.521522,0,0.170594
0.136429,1,0.036779
0.083620,1,0.069734
0.150426,1,0.021376
0.079143,1,0.022035
0.152287,1,0.139102
0.226169,0,0.109952
0.112717,1,0.020234
0.307942,0,0.146189
0.220612,0,0.085062
0.035000,1,0.003505
1.400570,0,0.963110
0.226533,0,0.048011
0.381284,0,0.176225
0.105399,1,0.095224
0.221445,0,0.181171
0.156228,1,0.089209
0.226775,0,0.189660
0.255784,0,0.100517
0.207958,0,0.092786
0.484297,0,0.072842
0.089771,1,0.072888
1.299476,0,2.981826
0.201816,0,0.058058
0.107897,1,0.037329
0.644172,0,0.280235
0.106844,1,0.056623
0.287712,0,0.103362
0.363067,0,0.158171
0.082022,1,0.054638
0.691485,0,0.283525
0.302493,0,0.214880
0.138288,1,0.043126
0.087318,1,0.031113
0.129949,1,0.073357
0.138974,1,0.019374
0.070543,1,0.021627
0.100154,1,0.037470
0.614779,0,0.144313
0.149128,1,0.061711
0.123170,1,0.076775
0.114166,1,0.046506
0.067332,1,0.034274
0.419069,0,0.151411
0.783346,0,0.343516
0.176038,1,0.120924
0.198510,1,0.078305
0.082470,1,0.019799
0.492321,0,0.119967
0.985392,0,0.447036
0.290435,0,0.071539
0.370561,0,0.084718
0.086292,1,0.011012
0.318841,0,0.184478
0.237751,0,0.105137
0.245144,0,0.084625
0.075098,1,0.042391
0.176023,1,0.083329
0.332124,0,0.061707
0.186512,1,0.102237
0.573648,0,0.282526
0.514826,0,0.256398
0.781324,0,0.319378
0.083555,1,0.023351
0.178669,1,0.039513
0.071271,1,0.008669
0.645806,0,0.189564
0.235787,0,0.056390
1.427376,0,2.318620
0.108745,1,0.032993
0.180411,1,0.072127
0.359443,0,0.093775
0.313787,0,0.094074
0.232665,0,0.116178
1.368617,0,2.679947
0.364977,0,0.159854
0.513054,0,0.149672
0.556911,0,0.281077
0.067716,1,0.023430
0.262512,0,0.104233
0.171346,1,0.082266
0.078459,1,0.016474
0.343962,0,0.061821
0.314484,0,0.116740
0.135741,1,0.035994
0.049684,1,0.035207
0.273191,0,0.136975
0.179182,1,0.080691
0.051844,1,0.037918
0.177344,1,0.015450
0.053103,1,0.041704
0.610952,0,0.854182
0.081701,1,0.012806
0.117673,1,0.022139
0.244905,0,0.042785
0.364566,0,0.162331
0.673931,0,0.267596
0.500493,0,0.176771
