rel,accepted,ee_dist
0.303496,0,0.337528
0.188394,1,0.150948
0.086576,1,0.134894
0.097726,1,0.026840
0.099161,1,0.021786
0.123048,1,0.393651
0.076223,1,0.055118
0.230714,0,0.119646
0.067301,1,0.007151
0.075640,1,0.042249
0.068462,1,0.007575
0.191551,1,0.351941
0.325486,0,0.035259
0.128964,1,0.099933
0.097143,1,0.030850
0.117024,1,0.147050
0.127522,1,0.206725
0.152299,1,0.387238
0.089791,1,0.035796
0.100065,1,0.121242
0.124043,1,0.164781
0.083821,1,0.135223
0.104906,1,0.177636
0.260373,0,0.191620
0.075147,1,0.016852
0.137118,1,0.102172
0.102888,1,0.027793
0.257957,0,0.237041
0.100361,1,0.163707
0.130154,1,0.265924
0.075722,1,0.139503
0.087870,1,0.333062
0.088568,1,0.038148
0.192962,1,0.067210
0.074406,1,0.049854
0.088948,1,0.020401
0.338559,0,0.023131
0.152821,1,0.249016
0.071080,1,0.021091
0.094820,1,0.337969
0.240392,0,0.106527
0.097143,1,0.030850
0.073826,1,0.006531
0.075889,1,0.074681
0.056819,1,0.000345
0.101725,1,0.336320
0.091535,1,0.133730
0.193752,1,0.305858
0.127664,1,0.046087
0.152248,1,0.023555
0.092148,1,0.043910
0.077823,1,0.038935
0.082248,1,0.139046
0.143743,1,0.215111
0.141010,1,0.182386
0.081025,1,0.144717
0.056594,1,0.000002
0.157870,1,0.319094
0.127492,1,0.154737
0.055755,1,0.043139
0.165666,1,0.130718
0.155099,1,0.323359
0.120309,1,0.065862
0.215764,0,0.142500
0.166398,1,0.353840
0.119399,1,0.117269
0.183701,1,0.215135
0.094868,1,0.051020
0.087041,1,0.041494
0.120672,1,0.142590
0.184149,1,0.325144
0.132402,1,0.112957
0.193089,1,0.365866
0.119419,1,0.044801
0.142406,1,0.418499
0.132923,1,0.127356
0.139266,1,0.085974
0.199726,1,0.228656
0.136745,1,0.096676
0.139359,1,0.057195
0.092636,1,0.061873
0.098255,1,0.006873
0.090552,1,0.065603
0.148734,1,0.227773
0.121508,1,0.066684
0.056594,1,0.000002
0.148178,1,0.209586
0.151225,1,0.108620
0.106414,1,0.086912
0.084073,1,0.015190
0.137509,1,0.206488
0.122378,1,0.073597
0.150652,1,0.119582
0.087676,1,0.072239
0.122378,1,0.073597
0.073307,1,0.026847
0.077638,1,0.027947
0.138514,1,0.191102
0.135340,1,0.141856
0.076417,1,0.022319
0.130337,1,0.371291
0.082820,1,0.035433
0.142192,1,0.190992
0.174098,1,0.416942
0.100322,1,0.272789
0.183746,1,0.399804
0.153245,1,0.402596
0.110817,1,0.082364
0.139947,1,0.211719
0.134747,1,0.399815
0.079585,1,0.024039
0.085790,1,0.040781
0.117379,1,0.028957
0.162720,1,0.322852
0.186270,1,0.574391
0.133513,1,0.112522
0.173660,1,0.410894
0.161610,1,0.314442
0.067025,1,0.006505
0.107244,1,0.013619
0.139637,1,0.174630
0.153801,1,0.401787
0.082094,1,0.012679
0.191893,1,0.405943
0.095599,1,0.281969
0.144922,1,0.218100
0.155845,1,0.210563
0.142467,1,0.212287
0.137669,1,0.228909
0.155845,1,0.210563
0.100912,1,0.036727
0.135910,1,0.087659
0.086959,1,0.041796
0.183948,1,0.306870
0.197985,1,0.630060
0.165387,1,0.357794
0.158299,1,0.399500
0.142956,1,0.303082
0.166514,1,0.407919
0.079964,1,0.054539
0.140580,1,0.190433
0.164841,1,0.625698
0.074489,1,0.110955
0.143036,1,0.397614
0.147424,1,0.421208
0.182129,1,0.201827
0.119915,1,0.170872
0.161846,1,0.210840
0.165508,1,0.617206
0.087632,1,0.224781
0.173560,1,0.226195
0.144671,1,0.060935
0.163097,1,0.390559
0.250228,0,0.437531
0.111869,1,0.122279
0.162718,1,0.041265
0.145534,1,0.212930
0.167771,1,0.190273
0.092751,1,0.099118
0.194730,1,0.365957
0.207475,0,0.173413
0.149951,1,0.249619
0.234764,0,0.313355
0.092736,1,0.067767
0.184981,1,0.119790
0.279807,0,0.489599
0.203970,0,0.240777
0.133572,1,0.142289
0.248976,0,0.659675
0.104230,1,0.090385
0.200061,0,0.307880
0.309844,0,0.500812
0.143214,1,0.142085
0.234764,0,0.313355
0.157577,1,0.192484
0.204396,0,0.174718
0.219547,0,0.429716
0.067557,1,0.022805
0.216564,0,0.343309
0.162557,1,0.132966
0.165141,1,0.172155
0.186325,1,0.155014
0.183496,1,0.275939
0.173132,1,0.142074
0.218373,0,0.128867
0.115197,1,0.071173
0.096528,1,0.005885
0.197314,1,0.162319
0.264218,0,0.437387
0.208119,0,0.391648
0.197848,1,0.294572
0.173132,1,0.142074
0.182126,1,0.565885
0.093098,1,0.061703
0.193916,1,0.141893
0.164771,1,0.287716
0.214104,0,0.145925
0.207027,0,0.147092
0.096585,1,0.107249
0.114280,1,0.042087
0.188431,1,0.237246
0.179946,1,0.122329
0.088193,1,0.640614
0.067582,1,0.510534
0.101446,1,0.401433
0.070393,1,0.577068
0.096323,1,0.473811
0.066661,1,0.643664
0.089343,1,0.071025
0.061096,1,0.213337
0.100156,1,0.740257
0.109230,1,0.536294
0.083287,1,0.524771
0.102146,1,0.295972
0.089325,1,0.674516
0.082582,1,0.207385
0.107698,1,0.398821
0.054265,1,0.180406
0.090818,1,0.135395
0.071948,1,0.580634
0.097702,1,0.262312
0.052259,1,0.130168
0.091746,1,0.779498
0.090657,1,0.213874
0.079459,1,0.488967
0.093143,1,0.505394
0.105095,1,0.239737
0.085067,1,0.781548
0.074376,1,0.325009
0.095547,1,0.260228
0.075050,1,0.336383
0.054265,1,0.180406
0.081878,1,0.260291
0.091067,1,0.393288
0.068838,1,0.086178
0.100305,1,0.207394
0.070263,1,0.218035
0.060042,1,0.132207
0.083522,1,0.515787
0.067582,1,0.510534
0.103808,1,0.705318
0.106070,1,0.258305
0.094188,1,0.243125
0.090926,1,0.201401
0.063220,1,0.136294
0.099132,1,0.397894
0.068432,1,0.473454
0.071764,1,0.164394
0.079742,1,0.443942
0.100712,1,0.220755
0.098733,1,0.216165
0.061497,1,0.651983
0.089546,1,0.023158
0.202884,0,0.181082
0.209115,0,0.273066
0.246385,0,0.264568
0.092710,1,0.071748
0.148926,1,0.153993
0.068000,1,0.029675
0.149818,1,0.104913
0.077611,1,0.011793
0.179391,1,0.089585
0.101571,1,0.073121
0.156366,1,0.083914
0.068451,1,0.013243
0.183333,1,0.186551
0.155889,1,0.284772
0.261524,0,0.192138
0.054234,1,0.010673
0.075061,1,0.067218
0.136675,1,0.149279
0.056701,1,0.000714
0.179268,1,0.174632
0.141473,1,0.128666
0.080526,1,0.049949
0.141178,1,0.099451
0.090030,1,0.057920
0.065715,1,0.019118
0.107098,1,0.029759
0.075325,1,0.038585
0.143999,1,0.096263
0.094005,1,0.051843
0.195950,1,0.400410
0.070627,1,0.034738
0.076609,1,0.033606
0.076486,1,0.013641
0.108490,1,0.071619
0.103429,1,0.034403
0.107254,1,0.060975
0.158899,1,0.158578
0.120939,1,0.093551
0.165388,1,0.157685
0.089955,1,0.037326
0.271594,0,0.307659
0.069475,1,0.014955
0.082797,1,0.101505
0.132547,1,0.067218
0.086254,1,0.020532
0.086595,1,0.047561
0.131632,1,0.080363
0.220495,0,0.239749
0.108900,1,0.158097
0.089931,1,0.027090
0.073951,1,0.029297
0.078411,1,0.057196
0.242969,0,0.278765
0.071469,1,0.005294
0.064336,1,0.067888
0.064303,1,0.025847
0.144675,1,0.204026
0.193072,1,0.500028
0.162846,1,0.435184
0.141267,1,0.471092
0.193072,1,0.500028
0.166459,1,0.218480
0.078576,1,0.047104
0.063590,1,0.058597
0.092162,1,0.074545
0.077407,1,0.045650
0.132505,1,0.319525
0.051705,1,0.057366
0.162624,1,0.482949
0.063590,1,0.058597
0.057360,1,0.024479
0.091396,1,0.053975
0.114861,1,0.147663
0.102572,1,0.060920
0.136711,1,0.266623
0.169898,1,0.469734
0.063794,1,0.019718
0.176537,1,0.500409
0.150753,1,0.273045
0.082611,1,0.104344
0.097054,1,0.088882
0.065164,1,0.018710
0.157332,1,0.416640
0.095208,1,0.092840
0.154991,1,0.408657
0.138504,1,0.474522
0.109527,1,0.109821
0.073111,1,0.095188
0.053370,1,0.008962
0.134066,1,0.218763
0.069102,1,0.019355
0.063079,1,0.022429
0.141207,1,0.484710
0.086079,1,0.020599
0.058966,1,0.026815
0.075726,1,0.061873
0.073551,1,0.059360
0.102458,1,0.137047
0.072644,1,0.014756
0.124059,1,0.258422
0.124089,1,0.278260
0.080110,1,0.028823
0.065789,1,0.110012
0.136007,1,0.076383
0.067186,1,0.030172
0.125890,1,0.084469
0.095288,1,0.118488
0.080563,1,0.084848
0.077605,1,0.146987
0.056955,1,0.121230
0.129858,1,0.139428
0.083776,1,0.143171
0.081653,1,0.124577
0.078459,1,0.044685
0.137813,1,0.220470
0.064848,1,0.089693
0.101011,1,0.046180
0.073500,1,0.133466
0.074189,1,0.180907
0.147708,1,0.164764
0.114499,1,0.094661
0.129182,1,0.262013
0.128641,1,0.287127
0.074810,1,0.109786
0.124059,1,0.258422
0.085196,1,0.038168
0.072735,1,0.196072
0.137146,1,0.292833
0.115989,1,0.054794
0.086324,1,0.163117
0.069371,1,0.173516
0.083158,1,0.079585
0.129564,1,0.157946
0.148104,1,0.203425
0.105014,1,0.026881
0.159552,1,0.146703
0.078025,1,0.143887
0.049015,1,0.032744
0.065378,1,0.046167
0.098331,1,0.105757
0.063431,1,0.119884
0.128063,1,0.281512
0.060624,1,0.082114
0.134168,1,0.252647
0.056896,1,0.156258
0.109119,1,0.148434
0.077348,1,0.093367
0.111575,1,0.134700
0.099420,1,0.164817
0.101520,1,0.198424
0.088727,1,0.222036
0.131813,1,0.019413
0.080496,1,0.177525
0.098278,1,0.025747
0.093164,1,0.040673
0.083056,1,0.016392
0.071995,1,0.025763
0.159498,1,0.029438
0.138210,1,0.282637
0.078450,1,0.279245
0.093859,1,0.186572
0.106160,1,0.030907
0.082788,1,0.262456
0.083248,1,0.309363
0.109997,1,0.052835
0.069926,1,0.230555
0.083059,1,0.354804
0.079380,1,0.212518
0.076604,1,0.035135
0.075233,1,0.187867
0.097047,1,0.058692
0.155882,1,0.020817
0.077252,1,0.045554
0.071117,1,0.189971
0.095124,1,0.209593
0.058235,1,0.180935
0.124655,1,0.249994
0.084823,1,0.020972
0.091134,1,0.250417
0.122158,1,0.227166
0.083498,1,0.010193
0.098702,1,0.157027
0.069080,1,0.010457
0.062699,1,0.038835
0.105025,1,0.179534
0.118948,1,0.245428
0.089804,1,0.257220
0.055259,1,0.092136
0.064784,1,0.027209
0.087714,1,0.212890
0.057952,1,0.009796
0.085142,1,0.019010
0.114650,1,0.039040
0.060238,1,0.033278
0.118378,1,0.210049
0.081477,1,0.333230
0.101602,1,0.279377
0.057140,1,0.194740
0.120453,1,0.027762
0.086972,1,0.251617
0.107799,1,0.096421
0.094708,1,0.134133
0.097759,1,0.032070
0.106112,1,0.058828
0.092368,1,0.073569
0.062687,1,0.032516
0.079939,1,0.009570
0.079431,1,0.035749
0.075653,1,0.034347
0.108979,1,0.056126
0.095785,1,0.139412
0.089713,1,0.039624
0.074485,1,0.043661
0.091086,1,0.084119
0.091203,1,0.028345
0.065983,1,0.020100
0.060430,1,0.009569
0.077496,1,0.041758
0.106442,1,0.231881
0.081636,1,0.028001
0.082157,1,0.133812
0.060003,1,0.043967
0.110145,1,0.134584
0.072943,1,0.072630
0.086066,1,0.199512
0.066364,1,0.020726
0.130085,1,0.280336
0.106759,1,0.250416
0.074916,1,0.177346
0.112825,1,0.159604
0.133650,1,0.249722
0.063192,1,0.076827
0.114270,1,0.050763
0.135641,1,0.134352
0.153557,1,0.190875
0.074444,1,0.063850
0.077675,1,0.100795
0.089390,1,0.239014
0.118604,1,0.026490
0.097593,1,0.232953
0.131529,1,0.033760
0.091070,1,0.036548
0.081562,1,0.057699
0.141681,1,0.232580
0.101472,1,0.033323
0.087038,1,0.037330
0.080388,1,0.028710
0.194959,1,0.307038
0.122703,1,0.187591
0.110543,1,0.166955
0.149799,1,0.382251
0.081902,1,0.027226
0.094496,1,0.183797
0.061105,1,0.009849
0.153634,1,0.365553
0.131319,1,0.388140
0.098690,1,0.266057
0.125528,1,0.236529
0.138184,1,0.339789
0.140793,1,0.389921
0.133520,1,0.284814
0.095074,1,0.129097
0.091850,1,0.130005
0.135371,1,0.343771
0.182295,1,0.315048
0.148263,1,0.347845
0.106083,1,0.126529
0.144861,1,0.299788
0.147642,1,0.355038
0.129079,1,0.226051
0.150838,1,0.396670
0.134059,1,0.389926
0.146272,1,0.392387
0.138748,1,0.312014
0.136926,1,0.378294
0.139701,1,0.407769
0.131745,1,0.371159
0.082876,1,0.045496
0.123297,1,0.301055
0.089237,1,0.065104
0.091299,1,0.136381
0.134834,1,0.239857
0.131013,1,0.279074
0.095919,1,0.282176
0.091850,1,0.130005
0.119897,1,0.255318
0.088900,1,0.061145
0.130635,1,0.337529
0.138222,1,0.358961
0.156107,1,0.385573
0.147376,1,0.321728
0.091854,1,0.023267
0.134791,1,0.287782
0.146598,1,0.350789
0.128731,1,0.227302
0.159802,1,0.284000
0.123032,1,0.196489
0.113847,1,0.236909
0.142701,1,0.244320
0.080247,1,0.051664
0.096269,1,0.024392
0.074516,1,0.001898
0.095578,1,0.086562
0.116155,1,0.271345
0.108212,1,0.084937
0.135034,1,0.075520
0.157682,1,0.219742
0.097410,1,0.069705
0.130020,1,0.063399
0.146086,1,0.036263
0.080699,1,0.013566
0.152940,1,0.176727
0.178598,1,0.129461
0.096877,1,0.024026
0.082589,1,0.034988
0.048288,1,0.004422
0.076106,1,0.020945
0.083139,1,0.007289
0.115861,1,0.133523
0.113904,1,0.164333
0.080618,1,0.059654
0.065129,1,0.035843
0.073283,1,0.058806
0.101492,1,0.141420
0.102708,1,0.026982
0.131480,1,0.107468
0.085610,1,0.066592
0.111810,1,0.098800
0.090729,1,0.030154
0.099506,1,0.166573
0.090443,1,0.090788
0.124197,1,0.252458
0.094086,1,0.158580
0.064405,1,0.040490
0.098596,1,0.033608
0.116816,1,0.185963
0.146296,1,0.051736
0.137107,1,0.067332
0.119442,1,0.072248
0.073503,1,0.069219
0.103745,1,0.039974
0.140860,1,0.073270
0.066666,1,0.009572
0.090637,1,0.119451
0.091341,1,0.038239
0.093341,1,0.117512
0.172226,1,0.147057
0.091874,1,0.028912
0.141060,1,0.101643
0.070188,1,0.064158
0.139806,1,0.276235
0.118090,1,0.226212
0.108269,1,0.250630
0.127373,1,0.263663
0.098928,1,0.343098
0.154780,1,0.367507
0.143005,1,0.182739
0.125701,1,0.325865
0.096538,1,0.152262
0.148648,1,0.204043
0.125674,1,0.179182
0.106474,1,0.258351
0.093561,1,0.061379
0.103798,1,0.195637
0.063919,1,0.009226
0.156595,1,0.315904
0.145565,1,0.486058
0.059077,1,0.015935
0.099088,1,0.169007
0.083235,1,0.207173
0.053619,1,0.000615
0.092978,1,0.131849
0.060605,1,0.002901
0.072834,1,0.085298
0.064425,1,0.016498
0.088065,1,0.022972
0.082857,1,0.116754
0.125786,1,0.403761
0.091609,1,0.289651
0.121228,1,0.322504
0.085370,1,0.112383
0.096538,1,0.152262
0.138850,1,0.260286
0.074485,1,0.015577
0.106032,1,0.145780
0.122640,1,0.133404
0.145661,1,0.272545
0.107585,1,0.176781
0.079649,1,0.151471
0.078514,1,0.024231
0.103793,1,0.012399
0.114095,1,0.016102
0.108989,1,0.290026
0.090326,1,0.027329
0.100230,1,0.036739
0.173621,1,0.278330
0.146473,1,0.272806
0.135738,1,0.300255
0.143866,1,0.259932
0.071789,1,0.006591
0.089982,1,0.055993
0.094340,1,0.037408
0.272722,0,0.341114
0.272909,0,0.200220
0.177034,1,0.289548
0.092131,1,0.029454
0.215400,0,0.177450
0.232036,0,0.223816
0.236444,0,0.209797
0.082539,1,0.023017
0.180648,1,0.275535
0.288476,0,0.334619
0.079152,1,0.006778
0.127018,1,0.059477
0.160796,1,0.125696
0.192540,1,0.198593
0.208147,0,0.209121
0.186479,1,0.151402
0.257299,0,0.169041
0.342807,0,0.207458
0.244788,0,0.189429
0.095079,1,0.072547
0.259952,0,0.275913
0.139843,1,0.062944
0.259257,0,0.372033
0.283933,0,0.284557
0.181225,1,0.110795
0.321499,0,0.305058
0.225397,0,0.219053
0.114218,1,0.068270
0.186313,1,0.289562
0.229444,0,0.161033
0.117338,1,0.028407
0.270641,0,0.362833
0.065346,1,0.004596
0.229722,0,0.198003
0.143447,1,0.134303
0.288958,0,0.219754
0.282874,0,0.358527
0.163640,1,0.192708
0.156151,1,0.040319
0.233180,0,0.289879
0.089259,1,0.018313
0.132684,1,0.047097
0.161080,1,0.120121
0.177148,1,0.100678
0.214572,0,0.450018
0.273348,0,0.281790
0.111098,1,0.065679
0.078095,1,0.417749
0.159575,1,0.345664
0.061067,1,0.207052
0.107194,1,0.195238
0.068432,1,0.067162
0.144392,1,0.458287
0.099561,1,0.030091
0.066952,1,0.013537
0.137406,1,0.020052
0.062590,1,0.000302
0.211097,0,0.427234
0.205773,0,0.315834
0.089012,1,0.141386
0.071575,1,0.185808
0.091984,1,0.242293
0.154617,1,0.168219
0.106300,1,0.000507
0.116371,1,0.030093
0.065055,1,0.325984
0.090066,1,0.162285
0.123440,1,0.287350
0.124443,1,0.348464
0.047050,1,0.008503
0.083173,1,0.271441
0.069629,1,0.019616
0.095394,1,0.427871
0.100092,1,0.233099
0.096007,1,0.169921
0.087601,1,0.017193
0.092666,1,0.478593
0.061464,1,0.372667
0.075359,1,0.283755
0.192950,1,0.128705
0.196963,1,0.195956
0.089012,1,0.141386
0.124583,1,0.055068
0.070763,1,0.055772
0.137471,1,0.081190
0.071615,1,0.155835
0.085894,1,0.323052
0.088541,1,0.049008
0.131949,1,0.149163
0.105010,1,0.022998
0.064371,1,0.000022
0.108598,1,0.255640
0.139826,1,0.308011
0.091704,1,0.163787
0.110047,1,0.089931
0.056730,1,0.017801
0.071877,1,0.009115
0.152766,1,0.086005
0.193148,1,0.470578
0.225378,0,0.459848
0.410849,0,0.424095
0.083991,1,0.121389
0.178046,1,0.447465
0.367902,0,0.530559
0.242126,0,0.474977
0.189518,1,0.417244
0.291050,0,0.474499
0.336999,0,0.290377
0.195966,1,0.469225
0.159218,1,0.326716
0.256299,0,0.293813
0.252920,0,0.268041
0.194505,1,0.119923
0.280834,0,0.245819
0.189737,1,0.320679
0.396967,0,0.397760
0.188216,1,0.465198
0.174760,1,0.086982
0.178046,1,0.447465
0.283465,0,0.301038
0.188216,1,0.465198
0.356583,0,0.337073
0.209621,0,0.304842
0.260884,0,0.478032
0.146188,1,0.330174
0.195975,1,0.457708
0.352053,0,0.422991
0.109887,1,0.173881
0.390552,0,0.553440
0.179090,1,0.465040
0.188216,1,0.465198
0.177685,1,0.309641
0.257538,0,0.324193
0.198946,1,0.471191
0.199467,1,0.381024
0.235152,0,0.318265
0.199177,1,0.469849
0.188216,1,0.465198
0.188947,1,0.452835
0.188216,1,0.465198
0.188216,1,0.465198
0.242472,0,0.326646
0.071588,1,0.066761
0.216534,0,0.304879
0.413069,0,0.527902
0.068982,1,0.010459
0.305803,0,0.494043
0.134525,1,0.145115
0.179593,1,0.123268
0.252832,0,0.249292
0.165155,1,0.214637
0.164787,1,0.114500
0.168172,1,0.146652
0.121576,1,0.019307
0.257997,0,0.205608
0.211312,0,0.133620
0.164563,1,0.041503
0.212167,0,0.246610
0.183904,1,0.292998
0.184141,1,0.405642
0.103740,1,0.098240
0.235721,0,0.274177
0.150805,1,0.096012
0.216586,0,0.146860
0.165537,1,0.161285
0.144924,1,0.241877
0.165877,1,0.166190
0.187855,1,0.238834
0.118405,1,0.063189
0.100581,1,0.004988
0.223118,0,0.216480
0.169811,1,0.291097
0.160229,1,0.150661
0.242565,0,0.144781
0.126934,1,0.182214
0.236696,0,0.277234
0.074791,1,0.029132
0.123585,1,0.108163
0.202997,0,0.277435
0.152148,1,0.161995
0.179751,1,0.044803
0.246641,0,0.252522
0.084267,1,0.015660
0.171681,1,0.288989
0.189660,1,0.150483
0.151203,1,0.194287
0.143065,1,0.143209
0.207075,0,0.148922
0.193223,1,0.064222
0.182842,1,0.143689
0.148703,1,0.130081
0.251805,0,0.250618
0.140022,1,0.083854
0.240823,0,0.264612
0.211984,0,0.186909
0.173367,1,0.403770
0.202345,0,0.201113
0.153045,1,0.392255
0.159972,1,0.340818
0.079309,1,0.030863
0.120622,1,0.168264
0.074483,1,0.094114
0.173426,1,0.121822
0.104014,1,0.069708
0.101691,1,0.098455
0.131038,1,0.233660
0.156637,1,0.137907
0.166048,1,0.401524
0.117465,1,0.156356
0.065918,1,0.019085
0.107125,1,0.091735
0.193751,1,0.405417
0.091114,1,0.093672
0.123033,1,0.073626
0.126920,1,0.123148
0.113123,1,0.111261
0.114965,1,0.091529
0.092795,1,0.094947
0.098714,1,0.195718
0.105558,1,0.150634
0.164802,1,0.320502
0.140929,1,0.411493
0.075115,1,0.102486
0.098875,1,0.092204
0.156400,1,0.100799
0.112023,1,0.111954
0.145643,1,0.147745
0.106349,1,0.134101
0.173426,1,0.121822
0.113098,1,0.077063
0.159200,1,0.396326
0.126351,1,0.096009
0.098564,1,0.234920
0.131952,1,0.049604
0.131780,1,0.091189
0.115267,1,0.317916
0.119302,1,0.364620
0.072597,1,0.023796
0.077698,1,0.090057
0.119376,1,0.091216
0.092567,1,0.089877
0.074440,1,0.021686
0.084473,1,0.094074
0.081818,1,0.053822
0.119046,1,0.086875
0.068415,1,0.026545
0.131344,1,0.376199
0.154406,1,0.059785
0.158463,1,0.153196
0.286859,0,0.299474
0.230757,0,0.257648
0.170266,1,0.034865
0.189625,1,0.141429
0.143523,1,0.085335
0.284363,0,0.203125
0.260697,0,0.258666
0.153207,1,0.096584
0.190588,1,0.071505
0.167481,1,0.243860
0.282681,0,0.258863
0.238401,0,0.227508
0.128022,1,0.057087
0.297884,0,0.185386
0.280718,0,0.062295
0.160024,1,0.211646
0.300662,0,0.173334
0.179562,1,0.108958
0.293228,0,0.272256
0.189227,1,0.152585
0.145210,1,0.033479
0.159811,1,0.064426
0.143179,1,0.055356
0.167641,1,0.087624
0.334319,0,0.522049
0.282459,0,0.295532
0.108916,1,0.053464
0.145998,1,0.054295
0.094637,1,0.000693
0.141894,1,0.016669
0.205355,0,0.131246
0.216219,0,0.084857
0.111808,1,0.064607
0.351459,0,0.538061
0.162746,1,0.129414
0.265708,0,0.151131
0.171790,1,0.056770
0.114832,1,0.011929
0.152355,1,0.057562
0.220383,0,0.232242
0.245986,0,0.058524
0.264004,0,0.170710
0.279102,0,0.337332
0.289929,0,0.222489
0.206769,0,0.102229
0.212427,0,0.148668
0.165703,1,0.224955
0.335516,0,0.270874
0.188697,1,0.167724
0.078236,1,0.032461
0.187851,1,0.160666
0.095762,1,0.056565
0.168698,1,0.013031
0.179766,1,0.083630
0.077193,1,0.038266
0.083073,1,0.000032
0.072341,1,0.204373
0.137039,1,0.051687
0.061711,1,0.116788
0.136752,1,0.018706
0.081145,1,0.028184
0.147948,1,0.028672
0.085092,1,0.049603
0.077222,1,0.021829
0.172703,1,0.015505
0.097800,1,0.151672
0.142919,1,0.073372
0.190614,1,0.165912
0.242659,0,0.254801
0.098666,1,0.017500
0.092005,1,0.028927
0.084187,1,0.027783
0.089937,1,0.022291
0.157974,1,0.016087
0.148100,1,0.045015
0.168317,1,0.157386
0.210879,0,0.331001
0.178625,1,0.011953
0.057821,1,0.001161
0.079385,1,0.015699
0.085864,1,0.011213
0.083073,1,0.000032
0.131482,1,0.078667
0.160367,1,0.025625
0.182562,1,0.026141
0.136939,1,0.039841
0.096340,1,0.037476
0.077641,1,0.184242
0.089555,1,0.031242
0.174677,1,0.022946
0.186483,1,0.054338
0.151796,1,0.016610
0.222391,0,0.331024
0.214377,0,0.331003
0.242963,0,0.229682
0.208356,0,0.236918
0.191890,1,0.168831
0.054009,1,0.062826
0.374085,0,0.385287
0.380227,0,0.343280
0.186312,1,0.272035
0.119898,1,0.237338
0.163700,1,0.293946
0.378266,0,0.379000
0.109709,1,0.160062
0.193672,1,0.310161
0.179906,1,0.306232
0.237123,0,0.275894
0.179906,1,0.306232
0.298460,0,0.275797
0.126875,1,0.109894
0.328071,0,0.327193
0.126821,1,0.212534
0.342198,0,0.356305
0.170375,1,0.262041
0.233907,0,0.285798
0.137713,1,0.048511
0.357965,0,0.357869
0.288424,0,0.272911
0.308088,0,0.310506
0.178729,1,0.298992
0.164317,1,0.306823
0.194176,1,0.026851
0.140821,1,0.259412
0.326467,0,0.357512
0.114460,1,0.070233
0.412576,0,0.437088
0.127185,1,0.175232
0.131691,1,0.248761
0.179906,1,0.306232
0.188093,1,0.124938
0.145483,1,0.261120
0.183231,1,0.095379
0.310759,0,0.286075
0.387687,0,0.339471
0.179906,1,0.306232
0.143046,1,0.260324
0.169757,1,0.262479
0.378266,0,0.379000
0.112645,1,0.058704
0.166340,1,0.170222
0.169132,1,0.253600
0.364892,0,0.367617
0.185069,1,0.310071
0.075395,1,0.014218
0.357277,0,0.366426
0.085065,1,0.043478
0.178729,1,0.298992
0.080153,1,0.088551
0.075031,1,0.127504
0.114513,1,0.232264
0.115217,1,0.135071
0.054644,1,0.006653
0.124050,1,0.322948
0.166701,1,0.410488
0.097323,1,0.307030
0.080602,1,0.194996
0.090478,1,0.051823
0.074756,1,0.358955
0.079245,1,0.158068
0.054644,1,0.006653
0.142248,1,0.293231
0.073835,1,0.071390
0.116764,1,0.088274
0.104956,1,0.217874
0.059716,1,0.021948
0.092064,1,0.157893
0.131102,1,0.277197
0.084648,1,0.134437
0.077436,1,0.040401
0.141859,1,0.298992
0.111050,1,0.138801
0.073248,1,0.102211
0.077977,1,0.148517
0.077598,1,0.141993
0.085366,1,0.201600
0.110538,1,0.264436
0.138720,1,0.220849
0.127125,1,0.293713
0.087724,1,0.144259
0.071403,1,0.299724
0.076423,1,0.099134
0.083789,1,0.154806
0.107677,1,0.321802
0.108982,1,0.322002
0.124464,1,0.228295
0.070930,1,0.038469
0.179581,1,0.435647
0.073727,1,0.091220
0.104902,1,0.253449
0.087971,1,0.045041
0.099971,1,0.280689
0.065524,1,0.108712
0.092345,1,0.146350
0.084324,1,0.127850
0.071824,1,0.032670
0.074642,1,0.305555
0.059804,1,0.011837
0.068658,1,0.030700
0.092554,1,0.081603
0.082708,1,0.162194
0.068250,1,0.049181
0.098985,1,0.229634
0.084423,1,0.118688
0.106822,1,0.219581
0.102851,1,0.130877
0.075117,1,0.040669
0.082122,1,0.179569
0.095325,1,0.089967
0.096728,1,0.164451
0.074352,1,0.051149
0.114287,1,0.245125
0.090544,1,0.132413
0.091780,1,0.191316
0.082633,1,0.129419
0.050791,1,0.000015
0.064259,1,0.032553
0.085150,1,0.089207
0.076838,1,0.114188
0.100783,1,0.191815
0.086050,1,0.017823
0.083758,1,0.018159
0.103495,1,0.133683
0.126064,1,0.121993
0.096482,1,0.118880
0.083483,1,0.132483
0.107696,1,0.190224
0.067529,1,0.025376
0.073146,1,0.099063
0.089439,1,0.131248
0.112809,1,0.223314
0.077872,1,0.032839
0.089665,1,0.049576
0.078599,1,0.060528
0.074489,1,0.054429
0.074530,1,0.000208
0.076845,1,0.089105
0.076658,1,0.133522
0.088821,1,0.064154
0.117955,1,0.224737
0.073039,1,0.001317
0.108830,1,0.130789
0.083649,1,0.059752
0.054297,1,0.002509
0.108261,1,0.132233
0.062928,1,0.025024
0.113355,1,0.129072
0.056372,1,0.003491
0.103368,1,0.043104
0.206664,0,0.143777
0.111262,1,0.010158
0.171964,1,0.290218
0.259667,0,0.300534
0.151264,1,0.078359
0.147230,1,0.239317
0.172791,1,0.310827
0.168857,1,0.213491
0.125706,1,0.030075
0.193030,1,0.073285
0.240755,0,0.009859
0.112426,1,0.019270
